target_id,LB_NO_0H_5,LB_I_3H_3,LB_NI_3H_4,LB_I_24H_1,LB_NI_48H_1,LB_NO_0H_4,LB_I_3H_2,DM_I_48H_1,LB_NI_9H_1,LB_NI_6H_1,DM_NI_48H_1,LB_NI_3H_5,DM_I_24H_4,LB_I_48H_5,DM_NI_24H_4,DM_NI_48H_2,LB_I_9H_5,LB_I_6H_5,LB_I_24H_3,LB_NI_6H_2,LB_NI_9H_2,LB_I_3H_1,DM_I_48H_2,LB_NI_24H_5,LB_NI_48H_3,DM_I_24H_5,DM_NI_24H_5,LB_I_48H_4,LB_I_9H_4,LB_I_24H_2,LB_I_6H_4,DM_NI_48H_3,LB_NI_6H_3,LB_NI_9H_3,LB_NI_24H_4,LB_NI_48H_2,DM_I_48H_4,LB_NI_6H_4,LB_NI_9H_4,LB_I_9H_3,LB_I_6H_3,LB_I_24H_5,DM_NI_48H_4,DM_NI_24H_2,LB_I_48H_3,DM_I_24H_2,LB_NO_0H_1,LB_NI_48H_5,LB_NI_24H_3,LB_NI_6H_5,LB_NI_9H_5,DM_I_48H_5,LB_NI_3H_1,DM_NI_48H_5,LB_I_9H_2,LB_I_24H_4,LB_I_6H_2,LB_I_48H_2,DM_NI_24H_3,DM_I_24H_3,LB_NI_48H_4,LB_NI_24H_2,LB_I_6H_1,LB_I_9H_1,LB_NI_3H_2,LB_I_3H_5,LB_NO_0H_3,LB_I_48H_1,LB_NI_24H_1,LB_NI_3H_3,LB_I_3H_4,DM_I_24H_1,LB_NO_0H_2,DM_NI_24H_1
DM_I_48H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1454459,38.9949,33.1599,25.5831,104.854,68.1277,174.354,2.07585,29.9782,25.6919,11.4949,15.2337,24.3664,35.748,63.7186,42.4711,28.573,62.4078,75.0198,41.0687,31.4201,33.4823,37.2548,35.9864,18.4326,35.5454,21.333,13.5583,32.8316,18.8923,58.4308,36.7979,13.7516,37.6832,26.9122,20.8502,33.7673,25.4247,23.2107,64.3644,26.7791,35.0991,39.9607,27.9912,8.00072,46.7296,24.7562,105.372,35.4304,65.5979,7.34246,27.3844,431.82,52.4947,37.0888,17.94,19.7236,24.1531,29.7453,33.4033,20.2381,18.9318,36.0395,19.4597,26.19,43.1594,51.3089,52.2811,66.7085,47.9001,64.72,18.4895,47.0285,37.8156,12.409
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1661186,25.8509,15.3197,9.35144,58.4019,37.8112,77.555,1.72403,0.0,4.3967,0.0,14.9718,22.0125,31.9655,16.4997,6.89625,7.73749,26.0849,8.04142,11.8443,13.027,45.682,23.8495,19.1802,35.6786,80.9267,0.0,6.28669,18.1432,7.53557,22.4663,7.78195,21.2912,13.5387,1.64151,20.5095,8.67582,27.6642,13.9757,60.8426,17.1802,0.0,29.3513,25.3662,3.49274,33.3916,0.0,60.8373,6.08367,76.8366,25.6637,0.0,142.973,26.6491,10.0785,0.0,3.35557,17.4349,37.9335,15.964,16.3877,9.5305,7.12979,15.2226,20.2253,28.7208,33.0438,32.3084,56.2201,3.33474,6.17426,6.52024,15.7446,16.2174,12.1588
NI_48H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_992438,26.9938,25.7319,15.6796,37.8318,49.7406,104.106,3.45913,15.3729,27.4266,6.66284,3.95999,13.44,16.6249,31.8677,17.6629,25.8992,21.5032,27.2763,21.111,10.6106,16.5451,20.7091,13.8836,20.752,41.6514,9.27711,11.5228,6.81142,12.7636,31.4853,19.4559,20.4205,20.4524,11.8811,6.63516,24.2394,25.7977,14.9767,20.7007,4.66483,16.4751,24.1693,21.0985,12.7228,24.0912,12.2512,71.4967,14.055,40.0458,20.1469,10.0697,197.429,28.2834,23.9049,8.14969,18.8372,24.9488,19.0877,13.3322,7.81077,2.55887,13.78,17.3225,18.8668,26.3638,39.7141,22.298,24.2569,10.6893,23.1785,5.8791,27.0131,28.783,13.3724
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1159697,21.5764,15.8632,6.02631,34.6892,21.1757,82.8342,1.55606,19.8612,3.58405,1.98626,31.3094,9.24842,18.2745,13.9864,24.8518,14.8687,9.74363,16.919,20.0277,11.4368,1.72672,4.77166,27.726,5.52843,31.6454,8.98153,0.0,8.13732,14.0135,22.235,9.05354,15.9189,15.9293,4.47578,22.5077,20.1453,16.3984,20.0304,41.163,17.0089,6.88325,20.4332,12.6562,0.0,16.4521,9.00392,65.2193,14.0283,23.6465,39.0019,19.0899,245.286,23.4466,24.0342,0.0,7.57968,23.4449,5.63378,17.5292,2.66325,4.46398,12.9883,15.0833,17.0472,17.6526,17.4182,20.4399,20.6885,71.5724,27.0404,8.32133,17.2028,18.2589,2.26676
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_886315,0.0,2.59688,2.31277,21.2949,13.9103,59.1677,0.0,0.0,3.71818,0.0,0.0,0.0,4.51264,0.0,6.54636,0.0,0.0,0.0,0.0,2.28051,0.401687,0.0,7.30957,0.0,0.0,14.0626,2.76821,4.89932,1.05206,0.0,2.53825,0.0,2.19484,0.0,2.09558,2.27838,5.72937,1.15179,0.0,0.0,0.0,0.0,5.02239,0.0,0.545987,0.0,58.9894,5.66476,0.0,0.0,1.17874,5.15225,3.2208e-08,0.0,6.0251e-07,2.59666,0.0,1.78815,0.0,0.00916425,1.35528,1.03131,9.27148,1.13648,0.0,0.0,1.65206,15.9327,0.0,1.04898,0.0,0.0,36.2043,0.518876
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1157525,61.2461,24.1101,9.35902,69.5594,80.8973,187.959,2.07497,25.9237,37.2865,17.7812,21.8739,20.4768,37.731,26.436,38.4768,31.1704,30.6382,31.0095,44.4737,35.3901,24.0597,22.8802,14.765,10.3934,68.2409,20.5914,15.3288,30.9158,14.9421,82.5057,19.737,22.3476,27.1002,28.5158,22.3337,40.7251,38.5066,21.7747,14.5104,27.6578,26.4903,29.5269,20.3004,15.8719,36.1902,12.0331,95.8436,31.0146,101.939,38.7219,61.8515,354.357,41.3892,26.8724,24.5885,42.0209,17.9161,38.4781,20.8623,20.4696,14.2404,22.8893,23.8306,43.9243,19.807,11.9883,28.4377,47.6252,6.37265,30.6522,13.8642,22.1761,25.8266,17.575
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1277558,45.0687,21.5535,15.4467,25.3289,40.3143,115.723,0.0,14.9666,8.2254,6.11382,7.17218,10.5371,22.5619,27.4825,19.9395,27.5415,30.1276,17.7881,26.2454,15.7158,8.76606,22.4438,11.6397,29.3356,35.603,11.4523,6.34934,14.976,5.96134,36.4302,16.3953,16.9789,10.6454,27.3455,23.567,17.0442,32.5085,14.8968,39.6938,6.01988,6.9007,26.1473,21.2234,3.19411,14.0189,12.5512,77.3403,20.9609,58.7766,25.4345,14.7317,312.76,34.9205,28.2765,8.91746,28.1089,14.5144,36.7613,19.825,8.7234,11.2683,9.52729,11.0034,13.3707,26.9675,12.8255,36.5743,37.7411,18.9906,25.028,13.852,21.3129,30.5715,10.5106
I_6H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_796563,32.6399,16.1905,18.0882,48.2271,48.6741,78.6233,2.10813,7.36062,24.0417,7.34526,4.41135,17.5261,8.28938,11.7324,16.8555,13.7454,22.5438,14.4812,23.68,13.4731,17.9525,15.6503,20.875,25.9964,28.6054,10.3428,4.2477,19.3701,9.47584,20.7876,6.27736,8.31066,16.5322,9.32556,6.35503,9.37931,24.8602,5.66936,41.1096,16.5693,20.9058,11.597,12.4829,3.19329,24.975,15.6227,55.7125,19.8823,26.4555,12.5373,15.707,222.96,25.8263,40.6424,9.87885,19.5836,6.31131,11.5195,29.5696,7.33667,4.12914,17.9494,17.7885,13.4133,17.8095,27.0499,33.4303,25.942,10.3204,17.5923,4.52662,15.5446,19.5208,13.5722
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1080726,2.20719,0.0,3.01915,2.00674,9.63127,12.7799,0.0,6.04787,0.0,0.0,0.0,8.6087,0.0,0.0,2.00793,0.0,0.0,0.0,1.00509,1.00551,0.0,6.42985,1.98099,0.0,0.0,0.0,0.0,3.01455,2.00846,2.00576,1.00442,1.01665,1.00383,0.0,6.04507,4.06716,0.0,2.03453,0.0,0.0,0.0,2.00467,1.0026,4.02877,0.0,2.02341,61.6884,0.0,3.01671,0.0,0.0,0.0,0.0,4.01543,0.0,2.00899,0.0,0.0,2.04808,2.02701,0.0,0.0,0.0,1.0033,0.0,0.0,2.47059,3.00772,1.00695,0.0,0.0,0.0,9.07688,1.37919e-08
NI_6H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1374903,3.54799,8.64044,0.0,0.0,0.0,0.000246494,0.0,0.0,0.0,0.0,1.02718,1.92791,5.66004,3.11445,1.0621,0.0,0.0,25.5026,0.0,0.0,0.0,29.235,0.0,0.0,0.0,0.0,0.0,0.0,1.70673e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00985058,0.0,0.0,0.912514,0.0,0.0,1.05896,0.0,4.89528,0.0,0.0,1.07942,18.3909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46347,2.16572,0.0,0.0,1.72607,0.0,3.09531,0.0,0.0,66.5131,4.67565,1.0684,0.0,2.28366,0.0,2.25458,3.25672,1.05785
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1188671,6.08744,7.07409,4.02694,16.1475,14.1357,19.3232,0.0,1.01115,1.01487,4.04355,1.0172,1.00752,11.1298,6.03566,9.14534,8.13353,10.4792,3.02458,5.24809,2.01968,4.0397,1.01278,8.75433,10.0883,2.03035,2.03041,1.01367,3.01992,6.11038,8.05572,5.0643,4.03694,4.02992,2.01208,7.04718,3.01873,3.02595,4.0493,8.07026,4.08692,2.03431,5.07622,2.01572,2.01152,9.09769,0.0,16.1742,3.04076,3.0876,2.0271,0.0,17.0689,10.1435,3.03119,1.00852,14.0817,0.0,2.0166,4.30876,2.0106,1.00796,8.09119,1.01758,1.01079,3.35671,5.03372,5.03212,14.0929,3.04531,6.07847,3.03257,4.02817,10.0802,2.03123
I_6H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_955990,29.7379,3.00755,4.16356,0.0,4.03066,13.5272,0.0,0.0,1.23603,1.24182,1.02718,9.26817,11.9487,6.45649,7.47521,14.317,2.14628,0.0,2.04238,7.28353,0.0,2.28261,3.45513,30.973,5.05665,14.428,0.0,16.8282,18.27,3.68178,0.0,16.0402,10.436,0.0,10.3108,16.0543,5.61191,4.2302,1.08067,0.0,0.0,2.2259,3.8051,4.98276,0.0,9.59047,85.5318,7.1194,2.40662,0.0,3.36767,0.533103,8.83113,8.77998,4.24159,5.58252,2.87806,11.6657,11.576,3.1592,4.40662,9.30172,5.17046,6.23737,1.08591,0.703855,17.0136,7.66849,0.0,7.13573,0.0,7.3804,36.4644,10.5325
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_641018,13.4365,14.6294,3.08345,10.368,16.6751,41.3321,0.0,10.8894,6.23119,4.16774,10.0825,5.8799,8.32239,13.5905,9.89654,6.44994,0.0,3.81489,16.5184,2.39682,4.05039,3.67067,10.055,18.9176,23.5833,7.85008,3.59615,5.71175,0.0,10.1952,3.85157,8.10005,8.0216,14.6216,7.50744,7.83355,4.55026,3.83954,42.2488,12.1648,3.74785,0.0,7.4085,2.34769,33.7195,12.7314,30.7787,18.3833,21.3407,11.7844,8.38188,87.927,14.2377,9.30775,0.0,6.00177,5.30696,8.76058,5.92719,9.26721,0.0,9.71848,6.75011,3.54334,6.5828,6.6721,7.85308,13.5693,0.0,8.1683,2.44587,5.13649,9.07407,1.29077
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_665004,97.0684,63.9819,35.1384,147.208,123.875,336.563,5.18322,54.5964,59.5674,33.4641,29.102,34.818,66.2391,79.3532,68.5301,49.1051,79.4412,77.9697,67.4918,64.5659,28.5353,79.8354,53.8814,70.2815,69.5426,39.2533,24.5306,33.6403,52.516,102.765,45.6874,49.8495,49.2971,23.8806,46.443,52.6464,61.0318,32.0093,147.01,71.1427,53.4517,46.1733,64.821,13.3276,90.109,32.6204,206.018,72.1933,89.9134,62.1937,71.1035,784.237,84.9309,88.419,18.1916,80.2398,48.3733,84.1841,52.5882,49.5103,38.7314,62.0052,60.3516,69.1141,58.3348,101.294,120.108,97.7616,34.6858,94.8682,31.6031,64.7749,91.8745,28.2464
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1099517,117.936,90.105,31.6487,146.701,159.95,359.112,11.887,40.5015,59.6684,42.1816,28.7175,42.994,85.9918,55.8295,80.9491,72.3999,86.3084,61.2169,73.8444,53.8679,63.1137,92.2518,74.7769,54.276,70.9812,38.7441,36.3367,53.1227,50.9938,110.627,50.259,48.9281,73.4999,39.5239,51.7172,65.9635,83.8332,60.711,144.491,55.1588,58.3531,49.7992,57.2257,21.6309,83.7844,37.2599,251.613,94.9385,120.097,62.92,110.876,776.402,127.572,82.7675,55.9699,84.6927,52.7233,84.2624,67.7038,33.6329,48.6248,54.6022,63.0232,45.2275,77.4618,96.0468,125.617,109.757,60.6211,100.093,23.4108,73.6226,103.629,41.2053
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_316062,30.3195,13.0168,8.19297,20.729,27.7266,52.5043,4.14959,9.16273,8.08156,0.0,8.14226,6.74144,11.0923,11.4674,10.3966,16.0811,28.8954,18.7355,18.2778,6.10856,2.28265,16.9104,11.96,20.1189,14.9996,8.73294,11.4621,17.0621,9.0302,40.293,6.0293,12.4432,18.1676,9.76008,11.8081,10.9583,13.0009,10.477,33.0449,17.5562,25.3012,31.1047,1.66541,6.79463,16.7695,2.82249,39.3141,21.3946,5.66139,14.8707,6.87936,152.243,15.1721,20.9113,11.3002,10.4841,8.63808,12.8818,10.5354,4.58209,0.0,16.9401,15.2417,24.8612,4.80554,13.6165,19.115,22.9042,0.0,18.2891,10.1703,6.726,15.081,11.9227
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_951294,0.0,0.0,4.46552,0.0,2.82389,3.23851,0.0,1.15903,0.0,7.99262,5.39392,1.49017,5.55112,0.0,10.3095,1.17708,0.0,1.25259,1.03308,0.0,0.0,4.27526,1.1461,0.0,2.73589,11.9232,0.0,10.0275,0.0,0.0,0.0,0.0,0.0,0.0,1.06927,3.40114,6.39982,0.0,0.0,0.0,63.2161,1.07317,1.11227,2.58649,0.0,0.0,9.23189,1.11885,2.1821,2.04861,0.0,0.0,14.0343,0.0,3.36837,0.0,1.62209,3.86173,0.0,0.0,0.0,0.0,0.0,39.764,0.0,0.0,1.69694,0.0,0.0,32.173,0.0,0.0,2.00417,1.46551
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1350555,2.37345,0.0,0.0,9.0,0.0,3.24674,0.0,0.0,3.0,1.12938,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,3.05655,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.00122,4.0,0.0,4.48168,1.52891e-07,0.0,0.0,0.0,2.0,3.00045,0.0,3.0,3.0,0.0,0.0,1.04222,0.0,0.0,0.0,4.0,2.0,2.01239,3.0,1.00113,1.0,2.02666,4.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0003,1.0
NI_9H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_1675047,38.2127,35.6204,14.4687,40.3796,40.6151,139.411,1.55813,21.7419,9.22735,14.2159,23.4433,17.7758,35.1949,9.22555,44.7615,8.39938,28.0595,15.3387,26.5886,27.6683,16.4377,23.9887,24.5603,16.3968,48.4718,9.72983,9.25506,24.7263,9.00737,28.4492,35.1936,21.5095,13.1372,30.9033,13.3705,12.1765,14.9567,15.6458,93.6871,26.3827,19.9201,24.6754,19.464,18.8966,17.3316,15.1349,64.7003,11.7224,51.0831,15.9943,38.3571,263.624,45.5086,32.5222,30.0087,16.4529,13.7182,54.0728,14.5749,17.9276,9.03704,18.2705,5.62963,13.5605,18.4015,28.6448,31.859,21.703,35.8765,27.9682,9.96557,25.8458,45.5942,17.1904
DM_I_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_226208,53.2987,45.4045,26.8311,50.942,58.5345,180.727,9.41751,27.3078,28.5065,6.82832,27.5299,24.1441,47.0824,42.0793,31.7121,41.3026,28.6236,43.8388,56.5564,21.3713,13.9925,31.6384,28.5811,35.2383,28.2281,22.8602,24.901,29.8697,27.1458,23.27,16.6898,5.78108,18.3844,10.9638,16.9982,26.4432,40.0543,32.311,72.5762,33.4058,50.6944,18.4405,29.6789,10.6866,35.2953,14.6461,119.139,57.7077,51.0622,24.9876,42.7333,358.208,39.9966,35.9481,12.2873,58.3002,24.6196,61.4523,30.6196,23.3899,24.7722,26.7175,7.20531,21.8754,11.9872,36.8043,50.5131,43.1641,15.8319,38.8488,22.2447,28.5167,56.3349,18.4302
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_739168,142.178,97.1318,70.0256,167.821,177.522,420.082,19.7601,59.1312,79.8903,32.8622,39.8478,45.8829,95.3627,91.8289,93.5759,59.6642,104.044,104.907,112.653,56.2718,49.0922,99.1048,67.186,60.54,88.2811,47.2309,33.6319,72.7037,46.2014,80.586,53.0455,55.1749,98.843,63.9227,64.0911,105.968,102.588,57.7375,227.556,66.4278,63.443,99.59,88.6346,25.632,88.7106,58.3621,323.03,90.1212,106.601,84.4224,79.7783,990.203,123.745,103.63,64.5053,76.5023,69.8362,112.522,55.1594,54.3096,52.2926,94.5774,110.142,54.2658,72.0496,91.6919,118.233,110.571,86.0913,110.814,43.2797,77.084,123.32,40.6846
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_662185,84.5735,65.1689,34.9253,103.772,102.103,254.317,3.11322,28.1715,41.412,17.4246,24.8045,30.7689,43.8558,65.5621,65.9758,41.928,58.4158,61.5193,55.3807,33.9482,33.0901,61.4356,40.9405,40.0682,45.3547,20.9044,24.0932,33.9747,30.6568,74.7718,43.9108,26.9293,67.833,26.7297,32.4187,54.2342,66.5104,44.0297,150.275,38.507,61.1085,52.3283,31.0465,14.3008,51.6801,25.5234,174.471,61.9947,83.364,39.5562,105.046,549.303,60.4517,58.6208,23.7058,33.6,27.2805,57.8742,48.8478,33.4247,26.1673,49.865,45.0404,64.3096,58.6107,75.3518,80.3159,82.9632,104.403,78.7196,30.6636,61.3095,67.0326,26.7448
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_683491,1.08149,3.55796,0.0,2.1298,2.09771,25.9065,0.0,3.60176,1.42724,1.03698,0.0,0.0,1.12857,3.23555,5.30377,1.04734,1.07414,5.20293,0.0,1.02266,60.3232,4.39918,1.17555,4.37241,11.7102,0.0,0.0,1.45168,0.0,3.18042,2.48927,0.0,2.4147,0.0,9.50184,0.0,3.36496,0.0,3.11104,0.0,1.04043,0.0,1.489,2.23918,3.21411,0.0,4.67338,4.23792,9.56659,1.03613,1.30501,0.0,2.06044,3.1543,0.0,5.06646,2.45582,5.34431,0.0,5.17983,0.0,0.0,0.0,0.0,4.28934,1.05262,6.57594,4.45448,3.21218,1.09895,0.0,2.13363,12.8791,2.03587
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_706847,20.689,45.2569,0.0,0.0,2.10187,35.1997,1.11409,0.0,0.0,0.0,7.33935,0.0,0.0,7.77044,25.6219,7.26848,0.0,57.2989,0.0,2.09159,0.600388,39.4144,0.0,269.504,14.4907,2.19715,1.20298,4.38603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.73302,13.2407,0.0,2.07012,1.41818e-07,0.0,41.0645,29.0391,1.06028,0.0,0.0,106.536,10.6234,0.0,0.0,417.014,86.0985,89.2305,7.7487,0.0,21.1772,1.1496,94.0447,0.0,0.0,0.0,0.0,1.88744e-07,0.0,1.2547,0.0,14.3188,1.07658,6.66751,0.0,9.58227,0.0,4.41045,1.30258
NI_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_819018,0.0,0.0,2.18678,0.0,2.47694,2.23676,1.13008,78.2139,0.0,0.0,1.19511,0.0,4.50437,1.61997,0.0,4.86703,0.0,85.0552,0.0,0.0,0.0,13.1131,0.0,25.3407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.50871,0.0,0.0,3.93934,2.00596,0.0,7.18659,44.1225,0.0,0.0,2.0935,0.0,0.0,0.0,2.77158,1.10334,0.0,0.0,0.0,6.86206,0.0,0.0,3.08676e-05,0.0,2.39579,0.0,0.0,3.42885,1.2415,0.0,12.2952,0.0,1.26742,1.0464,4.3224,9.19028,0.727773,6.60164,1.0372,6.08003,8.52174,0.0
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1454375,25.1435,26.9467,5.14176,20.7532,19.71,76.4608,3.16075,11.3887,22.0795,2.0655,3.13242,8.18807,11.3162,14.3417,24.1491,15.792,5.24836,15.398,17.4484,6.20098,3.16102,13.4683,8.31476,19.6166,12.4833,10.2772,14.7644,11.2632,6.3152,16.4584,6.26031,12.3611,20.5925,18.6455,8.32804,9.1845,12.3472,4.13587,23.7992,15.7644,4.14617,7.33825,10.3099,6.32381,15.4913,10.3015,33.0076,14.5562,35.0896,12.512,24.9242,130.229,9.32608,18.4936,9.22163,3.08241,10.4931,6.20725,7.14322,5.19246,7.19899,6.24026,12.5247,11.3085,12.4457,5.13784,20.548,16.4399,10.7003,7.21128,6.23147,12.4125,18.4235,4.16424
I_9H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_969329,32.3314,91.1565,12.9901,137.566,101.732,121.729,9.0073,11.9429,52.1059,35.4662,12.7027,17.027,100.036,21.528,17.4691,9.27555,81.8784,14.2462,75.784,0.000167803,133.78,82.5081,65.7042,49.5175,97.1456,0.0,50.7011,24.4165,55.3399,107.734,100.369,22.2228,68.9479,0.00977686,83.9822,12.5163,79.7058,65.1847,98.001,49.1771,16.8484,40.9096,70.9795,13.8651,64.3173,0.0,153.385,73.1159,140.88,9.36854,58.1754,423.542,74.7106,50.5972,14.8138,101.705,27.1451,84.5009,62.4304,25.3493,20.0301,60.8487,55.2533,24.9283,57.2112,72.6769,83.9752,95.7941,88.6183,81.7041,20.327,32.6267,61.937,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1045431,3.17949,2.47041,0.0,3.6245,0.0,361.103,0.0,0.0,0.0,81.2831,1.04848,4.72494,4.98205,1.08091,1.05211,4.2018,0.0,0.0,0.0,0.0,0.0,20.5003,1.04798,4.16957,2.07428,0.0,2.38239,0.0,0.0,10.9617,51.6106,0.0,0.0,0.0,0.0,1.09954,0.0,0.0,1.01517,0.0,1.38286,0.0,1.03711,1.06028,2.22664,0.0,60.1517,0.0,2.15955,0.0,0.0,4.07753,51.4257,0.0,0.0,1.2326,0.0,1.08756,0.0,0.0,4.69734,2.06773,0.0,0.0,0.000313655,0.0,17.785,3.99451,0.0,0.0,0.0,4.96856,29.6852,1.73154
NI_6H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_364981,263.903,164.612,81.714,373.011,277.077,675.883,24.2672,144.425,144.686,72.4859,44.5154,81.5405,174.308,146.895,155.733,153.522,131.944,137.89,176.333,102.626,138.861,157.976,127.165,133.259,191.359,86.3927,71.3252,117.028,123.729,204.689,119.694,103.783,153.795,89.7226,99.8168,141.214,144.688,111.464,337.785,147.031,147.334,130.459,123.955,57.4828,168.63,75.0258,501.863,208.44,243.797,160.951,192.75,1687.62,246.081,176.752,75.3152,151.034,123.639,187.437,111.652,71.6119,68.6659,129.065,114.771,140.368,149.913,166.17,219.777,231.217,142.985,168.361,63.5769,175.765,195.956,68.4539
I_9H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1902683,327.218,219.063,95.9718,376.054,426.491,1059.75,30.1601,143.16,182.763,72.913,82.9764,115.217,146.633,195.902,244.72,183.18,241.382,225.241,197.655,115.613,176.156,236.605,164.347,185.724,203.566,107.81,122.967,168.959,134.404,274.704,144.575,181.611,194.597,115.473,157.127,202.552,215.393,174.243,356.386,178.339,185.789,179.511,190.667,74.8455,218.682,103.572,672.808,280.722,304.428,193.689,278.402,2391.26,281.724,208.286,106.485,243.787,197.001,203.366,173.65,102.471,92.4274,170.447,185.69,172.012,150.275,216.382,284.754,285.642,194.447,263.027,87.5899,236.96,252.867,107.394
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_267292,10.0531,7.36375,30.2166,71.2577,9.31606,35.1615,8.42238,0.0,4.32674,29.744,6.09004,3.26984,29.9597,1.03805,4.18179,1.04976,0.0,2.16941,12.3669,3.09787,0.0,5.12399,35.0007,3.1441,3.13053,0.0,0.0,14.3039,0.0,0.0,23.5961,5.3473,1.10198,0.0,0.0,3.26585,4.15448,0.0,0.0,1.03586,3.0977,1.02069,0.0,2.94401,15.7322,0.0,20.5829,7.36129,10.8139,4.12506,391.727,2.0609,6.2075,2.06334,0.0,0.0,4.5524,40.4651,6.56961,7.42625,12.9165,0.0,0.0,1.14283,3.79606,31.3468,6.33115,4.20888,0.0,4.21727,2.144,1.03716,13.0207,1.04282
I_6H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1222981,173.918,136.251,77.9823,280.203,276.029,688.152,23.0222,67.8314,106.565,57.5176,57.3579,92.3728,152.363,176.995,148.754,94.3537,191.092,167.545,161.517,77.9588,105.426,166.087,120.535,164.812,242.95,80.2153,46.998,109.461,107.712,157.072,106.447,87.1079,100.649,118.234,95.0798,138.645,158.158,114.849,243.158,108.794,143.544,136.86,91.6677,56.2042,145.321,85.4172,435.269,183.619,254.307,140.549,205.551,1309.53,181.63,167.814,98.3279,144.076,96.5039,122.324,102.113,73.0947,69.4717,113.131,89.3613,131.543,129.333,150.115,201.976,205.127,104.154,182.963,45.5122,131.625,181.42,63.6023
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1780444,48.3312,38.5199,32.7809,71.4075,63.5223,198.464,9.91085,27.1665,37.8328,14.9213,15.6246,29.1418,27.0684,42.5935,50.3685,32.4132,32.9327,39.8364,60.4039,28.4508,28.3873,46.1236,33.9713,92.3028,35.5774,26.5555,19.9296,27.0063,41.8854,23.2529,24.0116,25.5723,44.8404,26.2601,32.6094,44.7984,62.0415,41.2542,72.6927,36.5946,42.061,49.9167,37.9303,14.8336,48.7344,11.7616,156.648,62.1634,51.8228,31.0595,78.0,448.589,66.2096,35.9698,17.3121,31.4985,29.324,43.9372,39.0504,30.7945,15.9479,38.3377,38.1185,45.0509,39.6964,51.5606,54.1049,76.2715,22.9108,59.5897,17.8728,41.9157,48.9492,29.3764
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_913345,6.25004,0.0,0.0,2.02935,2.02197,48.2171,1.63807,0.0,5.1455,0.0,4.82938e-07,0.0,1.0197,3.07582,1.02713,0.0,1.01864,0.0,2.29472,0.0,0.000134689,1.8701,0.0,0.0,3.01882,0.0,0.0,8.58816,10.1789,0.0,2.01817,11.9609,0.0,4.96798,0.0,1.03685,1.03615,1.04259,3.06736,19.1449,0.0,0.0,0.0,0.0,0.0,0.0,12.1922,2.03813,2.10269,1.00265,0.0,0.0,5.43212,0.0,0.0,0.0,1.10648,0.0,0.0,1.01834,0.0,0.0,0.0,0.0,0.0,2.78142,2.19008,3.02699,0.0,1.03567,0.0,4.04773,1.98707,1.01763
