target_id,LB_NO_0H_5,LB_I_3H_3,LB_NI_3H_4,LB_I_24H_1,LB_NI_48H_1,LB_NO_0H_4,LB_I_3H_2,DM_I_48H_1,LB_NI_9H_1,LB_NI_6H_1,DM_NI_48H_1,LB_NI_3H_5,DM_I_24H_4,LB_I_48H_5,DM_NI_24H_4,DM_NI_48H_2,LB_I_9H_5,LB_I_6H_5,LB_I_24H_3,LB_NI_6H_2,LB_NI_9H_2,LB_I_3H_1,DM_I_48H_2,LB_NI_24H_5,LB_NI_48H_3,DM_I_24H_5,DM_NI_24H_5,LB_I_48H_4,LB_I_9H_4,LB_I_24H_2,LB_I_6H_4,DM_NI_48H_3,LB_NI_6H_3,LB_NI_9H_3,LB_NI_24H_4,LB_NI_48H_2,DM_I_48H_4,LB_NI_6H_4,LB_NI_9H_4,LB_I_9H_3,LB_I_6H_3,LB_I_24H_5,DM_NI_48H_4,DM_NI_24H_2,LB_I_48H_3,DM_I_24H_2,LB_NO_0H_1,LB_NI_48H_5,LB_NI_24H_3,LB_NI_6H_5,LB_NI_9H_5,DM_I_48H_5,LB_NI_3H_1,DM_NI_48H_5,LB_I_9H_2,LB_I_24H_4,LB_I_6H_2,LB_I_48H_2,DM_NI_24H_3,DM_I_24H_3,LB_NI_48H_4,LB_NI_24H_2,LB_I_6H_1,LB_I_9H_1,LB_NI_3H_2,LB_I_3H_5,LB_NO_0H_3,LB_I_48H_1,LB_NI_24H_1,LB_NI_3H_3,LB_I_3H_4,DM_I_24H_1,LB_NO_0H_2,DM_NI_24H_1
I_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_111047,24.3987,26.4847,17.0468,46.4785,41.8539,95.3148,9.78486,15.463,13.9381,13.8309,4.33178,12.2823,17.8636,30.215,21.2466,30.6766,17.8022,15.8248,35.5273,16.8296,0.0,31.5642,17.1453,38.6069,25.7083,7.48273,8.76261,13.1565,16.8097,37.3703,15.7885,10.5886,9.1027,17.2622,13.5076,21.4027,20.3258,8.85793,45.9649,20.3883,7.64003,23.4745,31.411,2.08596,23.8053,15.802,50.775,25.9873,11.3765,21.5143,21.0647,228.061,20.3908,15.3513,10.4605,36.9295,20.227,15.3557,21.2023,9.82389,14.3753,9.06176,4.76143,13.4756,3.75491,5.57923,22.5124,21.0685,23.037,17.287,6.31714,15.8694,22.8309,4.72917
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_679963,10.5809,0.0,0.0,1.02778,0.0,0.0,0.0,1.06515,0.0,0.537499,0.0,0.0,2.19525,0.0,0.000602018,0.0,0.0,1.21675,0.0,1.03226,0.0,1.28649e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.50053,0.0,10.5517,0.0,0.0,0.0,1.37797e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01806,1.04224,0.0,0.00197604,0.526824,0.0,0.0,0.0,0.0,2.08665,0.0,0.0,0.0,0.0,9.88648e-07,0.0,0.0,0.0,0.0,9.05585,0.0,0.0,38.3424,0.0,1.97674,0.0,1.59618,0.0,0.0,0.0,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_731442,61.6663,38.7212,17.5044,72.2094,77.5655,175.273,0.0,34.8569,21.7919,16.0193,15.6444,23.2447,55.4367,59.2584,40.7064,38.5605,59.9431,34.7156,36.4656,25.961,18.9007,46.6304,35.7016,57.4088,60.5836,30.69,13.4296,29.1993,35.2095,30.0077,51.0633,31.1013,46.298,27.2795,36.8116,33.1441,31.6016,46.0297,98.6177,43.5427,34.8929,42.4426,32.3054,8.63541,75.6149,35.4667,116.725,41.4617,100.031,54.4991,16.9239,355.455,80.979,47.8235,32.21,25.9684,31.0389,52.814,31.9406,20.8747,22.195,38.6064,19.2262,37.8997,35.7744,50.2621,46.9187,37.5778,58.7233,60.1003,18.1696,32.7427,64.4395,24.3565
NI_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_965388,1.05569,1.22253,0.0,2.08101,0.0,0.0,5.15425,0.0,0.0,0.0,0.0,34.0633,0.0,0.0,1.03769,0.0,0.0,2.03429,0.0,2.08135,0.0,0.0,2.0886,0.0,0.0,0.0,0.0,6.23572,4.12696,0.0,0.0,2.06784,1.17635,0.0,0.0,5.43403,0.0,0.0,6.09104,0.0,3.08402,0.0,1.03377,0.0,2.09239,0.0,0.0,0.0,2.15082,8.99381,115.14,5.07166,1.05528,0.0,0.0,2.0476,0.0,3.19522,0.0,0.0,4.04311,0.0,0.0,6.07241,0.0,0.0,0.0,5.24699,0.0,0.0,0.0,2.05879,11.9329,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_408069,129.621,90.8973,43.4492,180.156,167.924,429.494,12.1728,47.707,79.9162,35.0373,39.9562,47.5168,99.39,91.0798,98.1989,65.2009,96.3758,90.6903,75.572,55.8018,43.0946,94.4115,67.3804,70.1935,137.09,52.0904,32.7831,59.9907,64.8287,95.4825,44.9354,67.036,62.9295,36.2143,61.713,74.355,85.2407,53.6141,80.4012,92.6155,90.9775,81.1926,81.243,29.2054,99.7159,45.137,248.174,96.784,119.255,74.1978,103.057,1025.48,109.543,88.7136,42.4332,69.1568,60.7184,92.8986,60.7996,32.4279,34.6697,62.781,52.7422,92.5282,70.3873,80.8861,130.706,108.038,76.125,103.799,36.4336,82.1487,116.574,40.137
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_196739,68.9899,51.4283,19.0446,115.458,69.0418,217.324,5.71164,32.0649,8.39085,15.3572,25.9341,16.8376,39.2135,44.4211,55.5498,18.2623,68.3175,52.4201,56.7043,41.7649,23.3557,39.099,20.8497,15.4131,26.8571,24.3919,29.3956,20.2856,24.9166,17.2623,26.8049,8.12307,56.4399,0.0,43.0087,36.1863,40.5353,30.5436,30.9352,28.367,37.0938,8.44276,32.6296,6.78421,48.1187,21.6722,178.422,45.4754,53.0682,48.4319,120.863,498.033,60.2988,62.7241,22.8172,56.8343,35.2909,44.443,23.6944,13.1243,14.3939,57.4456,18.2138,64.0296,35.4347,31.4051,37.8549,60.7137,23.884,48.0992,6.58004,42.3729,47.5843,24.277
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1435790,34.6591,25.7174,11.4738,61.1614,77.1352,168.91,4.51428,23.7676,35.6994,19.6634,4.35866,26.3372,48.0959,25.3527,37.866,41.9454,57.0718,36.4098,22.7543,22.2816,20.8006,57.1393,36.065,43.6153,30.6844,23.71,16.1582,31.0851,35.356,21.0149,35.4533,16.9933,20.0518,25.3997,21.651,87.0686,29.8074,37.2479,98.879,16.2455,29.9053,18.2581,23.5694,15.5867,47.7263,10.7901,133.215,44.8579,35.2548,28.4285,4.16226,356.062,23.2405,32.1532,29.0891,23.7596,17.9019,36.3996,25.5482,11.5059,29.8217,45.9024,28.7569,36.3523,15.3226,44.3334,61.0449,50.5342,17.4302,38.5719,25.3374,20.6019,49.5826,34.8565
I_9H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1775061,2.10193,3.08225,0.0,1.05295,2.04753,0.0,1.01902,0.0,1.03065,0.0,0.0,1.05148,1.03609,7.49299,0.0,14.4971,0.0,0.0,0.0,1.02735,2.02713,0.0,0.0,2.24313,0.0,4.23352,6.19428,3.11208,4.2293,1.01499,0.0,0.0,2.04456,2.08506,0.0,0.0,8.51995,2.1151,1.02666,4.11514,0.0,0.0,6.14955,5.09028,2.07094,0.0,8.28853,1.03922,2.24928,3.10315,0.0,13.4583,1.03594,1.03554,2.07672,2.03201,6.24847,0.0,1.04234,0.0,3.09972,1.04183,0.0,0.0,2.17183,3.1343,2.13238,2.0455,0.0,1.03796,0.0,11.3009,1.04522,3.10676
I_9H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_895540,29.2701,16.4046,8.32551,38.64,27.5713,62.3519,1.32969,4.66854,18.7964,9.13816,8.06903,11.0318,7.15215,10.5573,25.9765,17.1714,14.1124,11.8761,8.30673,10.213,9.2744,18.2113,20.4453,12.7243,20.9005,9.04787,12.4571,7.28353,12.3398,27.4804,15.6951,9.23545,10.5195,13.6274,14.1547,18.6295,11.6663,10.3471,26.1595,9.08382,8.84334,10.4124,11.755,4.82246,3.37374,6.82857,31.4536,28.7569,30.9027,8.08959,7.724,93.2918,17.869,22.4484,12.149,12.4484,11.689,13.9389,11.8188,9.08436,7.25964,9.37311,11.0868,13.9813,14.1966,16.0197,18.2532,19.613,5.17946,8.38441,2.72333,23.2907,11.4248,9.90537
I_6H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_582611,2.51527,2.10393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000326932,4.07156,0.0,0.0,1.04197,0.0,0.0,3.32302e-06,2.04109,3.07185,0.0,0.0,0.0,0.0,3.92549,3.59285,0.0,1.12144,0.0,2.20243,2.2745,0.0,1.42895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66444,0.0,0.0,0.0,4.37821,2.11103,1.10113,1.85826e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0127699,3.0217e-07,4.33199,0.0,0.0,0.0,0.0,0.0,4.94928,0.999934,0.0,0.0,1.20862,0.0,0.0,0.0,2.39979,2.03514,0.0,4.22766
I_6H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1091301,49.7092,33.7023,25.7197,81.1821,77.1432,183.607,4.17607,22.1071,34.7108,14.5871,15.6857,20.4555,36.429,45.495,28.6378,19.8777,32.315,43.2146,48.459,28.7663,45.8489,52.0237,40.4629,38.5484,33.6385,16.4492,16.932,27.762,11.649,47.6489,32.5756,32.4092,26.0142,31.3404,21.9147,41.0506,38.0864,31.104,43.6237,21.0859,36.2981,44.4135,18.7573,11.4823,39.3255,18.5119,131.479,52.671,37.1362,29.1219,71.3469,361.519,59.4812,44.0483,31.791,45.2769,34.7412,33.3911,32.0446,18.7683,15.5725,41.6763,30.5262,21.7844,32.3123,34.5418,62.6159,47.6867,53.4864,36.3094,17.8285,38.5365,39.3919,18.8168
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1612386,56.0597,23.9638,8.18387,47.7683,35.3065,110.803,2.16897,23.9527,17.914,11.581,14.5361,19.5092,36.1498,20.5341,19.0842,31.6355,54.5354,41.0748,37.9707,24.5675,12.4321,23.0069,29.9375,26.797,24.0699,12.325,13.8172,20.6172,13.8465,34.9669,13.6102,13.5102,29.1816,17.7787,25.0272,12.2963,23.5544,21.6146,89.7071,35.2041,30.2705,19.2689,26.9578,10.4696,24.7225,17.4336,85.85,36.7291,21.474,11.5278,16.9798,278.939,69.533,30.8049,8.16531,31.7239,21.9911,28.9244,14.2808,10.2873,8.60837,14.5235,16.8114,24.5403,20.8155,31.8733,52.0283,35.9408,21.3625,41.3958,13.3835,29.9957,31.7263,14.5458
NI_24H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_753679,189.025,108.857,55.7207,258.32,152.498,534.968,20.5334,84.4526,105.838,37.2379,75.0587,62.9981,98.3432,75.7222,100.489,115.902,127.374,103.762,67.8298,30.0142,100.95,97.6842,66.2928,155.596,117.045,33.6698,72.5326,67.9752,74.6313,115.568,79.8304,77.5574,76.6478,49.3682,39.6568,73.0828,90.3208,74.867,282.064,176.509,82.2452,115.717,85.4649,37.5825,102.985,69.1234,319.996,148.801,285.1,82.1144,46.9117,1144.75,103.93,88.1268,28.675,64.0327,101.53,73.6198,70.304,39.8673,38.7258,62.0594,73.7151,49.5633,96.2679,104.053,199.625,174.863,66.0367,153.823,50.031,82.1985,95.7479,60.884
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_841952,21.4593,8.47777,7.70807,22.261,13.5878,59.9518,1.90303,5.56296,11.8195,6.74835,6.01381,13.2762,9.60556,13.1446,18.7602,8.63996,21.9242,20.3662,24.628,12.8785,13.5773,12.7669,14.6772,16.4231,38.2061,0.0,7.13407,4.15582,5.72353,29.1605,6.21738,7.68129,25.4736,21.5147,5.21698,16.1711,25.8023,4.17284,24.2759,6.58136,19.7943,8.26244,9.68211,7.24177,18.987,6.75016,40.6603,17.115,35.5566,15.3223,0.0,132.185,26.8236,9.24,5.30665,30.663,15.3406,9.15873,12.9326,5.12674,8.98857,23.3869,20.3793,21.4032,13.9143,12.8452,7.13157,16.4963,26.6138,22.2712,2.43661,15.5413,8.32996,11.0668
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_495808,11.6361,9.28521,3.73326,25.2526,13.6073,42.2586,1.067,2.45492,3.13041,1.70829,7.04097,2.0336,3.80063,6.58468,5.58473,2.46131,20.314,14.4756,7.71303,3.61158,4.74019,4.95785,5.14141,0.0,6.08108,0.0,2.44598,5.72522,15.4328,10.2539,2.46284,3.54902,9.09633,13.1876,14.6672,0.0,15.8155,8.44832,3.75903,4.18753,11.7689,3.86837,7.10121,0.0,4.54949,0.0,22.7667,1.67969,9.9983,3.86398,0.0,63.9889,14.5134,4.07271,3.82059,0.0,1.52493,2.90346,5.38384,6.64204,8.18641,0.0,4.76973,9.54262,0.0,8.99877,19.6244,6.23349,0.0,15.0927,0.0,6.30624,9.89404,3.55371
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1227603,1.26324,1.18068,0.00362163,1.80108,0.0,9.40582,0.507777,0.0,0.0,0.0,0.0,0.0,3.61238,1.74984,0.0,2.05517,0.0,0.0,0.0,5.93758,0.0,1.03402,0.0,1.57025,1.56395,0.0,2.1246,0.0,0.0,2.05787,2.21002,0.0,1.38891,0.0,0.0,2.08874,1.17606,5.76308,2.07012,0.0,0.0,0.0,1.03711,1.59042,0.0,1.96739,0.0,3.83664,0.0,0.0,0.0,0.0,3.26407,0.0,0.0,0.0,0.0,0.0,0.000542704,0.0,0.0,0.0,0.0,0.0,3.74735,0.0,0.0,0.0,0.0,0.0,0.0,2.03707,2.4582,0.0
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1336195,136.466,80.3069,44.7973,160.985,130.901,290.478,4.15096,40.4878,42.9645,33.2255,29.4754,47.1349,53.1965,47.0256,81.2065,53.0678,92.6322,87.1524,69.0534,43.1626,31.423,81.8156,60.8924,36.8883,72.8914,31.6731,29.7627,25.8588,23.4908,98.9711,45.6823,36.4369,60.5494,30.0332,32.3436,46.7805,81.9168,44.3526,117.22,43.1882,57.5941,54.0542,34.5505,29.0227,91.2815,38.1946,228.097,75.8064,115.163,61.6178,79.6598,784.125,101.922,67.7185,44.1093,87.8358,52.3069,67.8497,50.1876,36.3624,18.8156,48.685,42.7894,83.2391,60.5998,95.6578,98.4657,121.358,17.0083,78.7312,22.633,86.0525,79.7373,35.3544
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_198949,1.11848,1.08983,1.0444,2.1033,0.0,10.2589,0.0,2.05959,1.1928,0.0,0.0,7.46041,1.05739,1.27367,0.0,2.2045,1.07414,0.0,0.0,3.54173,1.00981,1.05528,0.0,0.0,0.0,5.01556,0.0,0.0,0.0,1.07528,2.1105,0.0,1.06684,2.02945,1.21256,4.24158,0.0,0.0,0.0,0.0,0.0,1.06323,0.0,4.80449,0.0,0.0,0.0,1.15583,0.0,0.0,0.0,0.0,0.0,0.0,2.08363,0.0,2.09501,5.36731,0.0,2.07193,0.0,3.11069,4.5849,1.06361,0.0,0.0,3.23377,0.0,0.0,5.25634,0.0,1.05995,3.33528,3.0776
I_6H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_932898,102.087,72.6016,35.3745,126.623,130.998,339.762,11.8039,69.8925,55.3358,26.6979,31.7752,50.7083,47.7137,75.0578,70.6593,55.6918,71.7468,67.4247,85.0339,68.3104,72.2018,79.6021,77.629,58.6505,101.744,39.15,32.0013,57.0957,30.6135,70.9955,36.3646,46.0687,45.7605,47.7045,41.3858,46.3222,74.3446,43.3419,112.493,46.4448,52.602,93.1637,35.7164,17.3529,77.9106,30.0647,208.679,91.1677,113.503,68.6766,63.0944,761.658,81.9025,62.474,37.1352,37.8642,46.1262,69.1464,66.1103,35.1305,41.4303,62.2328,64.7202,39.3751,47.7789,66.2098,104.903,102.819,8.66812,93.9302,23.9123,93.1711,93.8778,23.8646
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1078576,72.2803,32.0117,13.0253,62.9329,65.8963,158.33,6.53502,32.8734,28.4779,13.5003,14.4835,32.7099,26.1658,29.0765,41.8748,39.4345,47.8755,45.2644,57.9388,31.5005,18.7695,26.9754,27.2341,28.2825,43.5964,18.9416,8.33801,12.4955,19.4613,53.0757,25.2357,24.9165,22.0512,12.931,18.0986,33.7169,39.4047,18.3389,52.5572,4.19608,48.452,45.3013,26.6457,5.90055,36.8594,24.6481,129.21,38.3226,79.8735,43.8894,38.7776,407.621,48.7994,43.5328,22.4085,48.0525,37.5478,36.1516,28.0529,23.1205,14.4667,27.3136,32.239,35.8241,23.8455,35.1588,43.4738,64.5026,23.4228,35.6823,4.82274,50.6234,49.8373,34.9775
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_720324,25.3077,0.0,0.0,0.0,8.67954,1.39617,0.0,1.5616,0.0,0.0,0.0,0.0,0.0,2.05511,0.0,2.03989,0.0,1.05526,1.00509,0.000401992,1.9591e-08,0.0,0.0,4.11782,0.0,0.0,0.0,0.0,0.0,2.01785,0.0,0.0,1.22566,10.2511,0.0,0.0,2.10194,2.08518,1.02245,0.0,1.01389,1.58632,0.0,0.0,0.0,0.0,2.47749,1.15095,1.05688,0.0,0.0,0.0,0.0,0.0,1.31168,1.13335e-05,0.0,2.09809,0.0,0.0,0.0,0.0,0.0097951,2.42878,0.0,0.0,1.19992,3.48299,0.0,0.0,0.0,1.51586,1.04471,20.3526
I_6H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_36630,291.552,222.374,116.316,397.582,311.216,930.659,36.3734,146.0,200.272,66.5555,76.1775,93.7826,187.354,191.627,182.581,150.227,278.362,287.728,218.896,115.761,127.499,242.045,159.17,164.762,213.077,127.439,96.6836,141.503,127.417,232.485,158.097,132.163,164.792,137.988,142.325,167.478,183.38,140.818,479.3,175.469,194.373,209.795,173.049,63.3272,220.93,118.308,597.541,230.715,367.035,166.491,201.129,2078.85,294.41,234.703,120.207,181.183,176.529,240.954,183.484,108.958,86.8622,148.161,129.801,177.101,167.307,235.998,289.243,257.315,112.855,219.812,78.9631,212.573,242.335,96.6883
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_982519,27.7934,12.6542,11.4001,0.0,12.6918,85.014,4.1381,12.4563,4.15443,9.16424,0.0,38.6448,22.8338,14.6733,9.0661,0.000193319,24.4706,32.6345,34.9749,36.1306,4.41699,0.298641,26.3368,26.8194,0.0,0.0,0.0,0.00985204,17.7295,0.0,30.6813,0.0,30.2085,17.0342,0.0,0.0,34.6232,24.0845,0.000132174,0.0,0.0,36.1729,0.0,0.0,0.0,18.5829,48.5687,62.0882,14.2058,19.3071,0.0,289.934,5.96962e-05,3.37931,15.6914,14.6208,5.1838,25.0823,5.72237,0.0,10.9341,18.8518,49.1666,1.93421e-08,45.1034,0.0,21.2336,20.9016,10.2968,31.5564,22.0211,22.7864,40.2817,19.4551
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_850430,3.62545,2.28416,1.05733,5.22659,4.96163,11.2436,4.07607,3.52086,0.0,1.56317,0.0,1.05996,2.24005,0.0,2.29887,10.1697,0.0,2.73571,1.02119,4.87357,1.01357,3.42283,1.11054,1.77096,11.9017,3.01001,2.08879,3.51414,4.2569,0.0,2.15531,0.0,1.1347,5.26313,4.06379,2.39592,2.0257,2.83804,0.0,1.12898,1.06062,2.13593,0.0,3.42563,2.08447,12.732,12.7902,10.9341,4.90437,0.0,0.0,5.17628,0.0,3.40858,4.15344,0.0,3.13751,4.57261,2.30185,0.0,0.0,0.0,3.74175,5.20292,1.63159,0.0,2.4135,5.16277,0.0,4.69337,1.23442,0.030142,10.7058,6.7151
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_235942,55.8037,43.8701,27.7705,81.3333,52.228,154.929,3.16219,23.1334,29.7239,15.7398,16.716,17.5261,36.266,34.0614,33.7111,22.804,52.6023,51.7184,35.0053,22.8006,52.4952,38.604,38.6187,40.5543,29.6649,23.6485,30.7958,28.0529,13.6873,32.2208,24.0632,19.7378,30.9979,18.6511,24.3609,25.6452,40.3978,27.0227,42.1637,20.1477,27.1775,31.6283,30.1669,12.7732,32.2594,26.0378,139.14,49.1825,46.7284,26.1194,11.5184,451.446,46.7536,41.6845,29.0261,36.1473,23.1415,39.792,20.4998,12.5772,19.6134,20.0611,15.6957,24.7631,13.5655,43.4669,36.5644,40.4695,48.1611,38.289,8.40603,45.5976,49.3157,17.7483
I_9H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1514807,43.1941,34.0666,6.5654,38.2542,62.857,145.166,0.0,22.7055,35.4878,8.22492,10.5108,23.0079,29.213,4.94509,40.4663,47.1617,55.1671,4.6014,40.2844,21.5951,5.67241,15.8676,21.3559,26.7987,15.7466,8.28528,19.527,30.9908,5.25981,63.6919,11.0536,19.2897,26.1105,27.3278,24.6492,39.2464,23.4273,14.0633,21.6704,19.5637,8.97306,16.5813,15.5068,6.14065,24.3494,4.11567,56.386,33.1882,37.5481,17.3584,22.1116,287.428,39.9766,37.7576,23.1649,20.7753,12.0954,37.7508,22.7133,18.6474,13.6918,16.4345,19.645,20.7733,32.8493,34.9979,40.3124,24.9528,15.6101,25.0191,14.2686,56.187,35.9319,9.59628
NI_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_230125,36.7193,36.6407,12.1235,59.6597,22.8362,42.1978,7.43888,0.0,45.0027,3.61753,8.36327,3.49587,8.16728,9.67998,22.5877,0.0,12.5838,26.072,28.6173,12.2746,33.5759,22.1316,32.7758,0.0,14.6825,9.41535,3.82464,28.8535,21.5609,17.55,20.7131,20.2456,29.8748,21.0257,5.4178,12.0721,13.2794,8.55314,45.482,3.71319,8.1313,7.04886,32.3715,2.07541,16.6286,4.2024,41.1349,4.3706,15.7033,27.9056,59.1961,107.536,25.776,21.8472,0.0,0.0,20.3565,20.1083,10.4894,9.58966,0.0,24.3114,13.4572,7.48502,32.5102,18.4231,7.13292,20.8712,43.9425,29.8386,6.03867,7.80359,26.8327,3.82214
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1243550,23.4308,16.0666,4.28322,41.4843,42.3549,85.9858,1.81315,9.93167,13.298,4.68604,9.9659,11.7677,16.594,22.7744,15.7482,18.4833,55.4864,6.63509,15.9756,19.8591,8.08068,31.3452,11.4879,17.7095,50.1083,8.69609,8.0785,9.83478,7.7635,13.3643,28.8061,15.0911,21.9312,20.5344,20.593,19.9806,28.3734,16.5412,67.3639,19.5909,21.9244,19.8078,21.9269,7.31695,24.3274,4.6634,69.5491,20.0088,65.8399,17.1476,40.2173,204.589,27.3393,28.3002,15.8275,11.8825,25.4127,13.918,12.3881,6.15607,4.72291,7.03208,14.1602,25.0899,27.856,26.3024,32.7995,24.5739,14.6651,12.2807,3.85282,23.3099,41.9085,14.5924
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1040214,2.32634,0.0,6.80501,32.1078,0.0,1.71613,0.0,0.0,0.0,0.0,0.00060075,0.0,15.3156,1.14461,12.9204,1.16858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00224,0.0,0.0,2.21187,0.0,1.39949,0.0,1.31927e-08,0.0,0.0,1.00719,1.05505,0.0,0.0,8.23061,3.43109,1.32998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16809,2.04808,1.15041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38865,0.0
I_9H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_2008981,30.9865,14.1906,6.44678,24.9144,9.17753,66.5136,1.25955,8.54694,15.9973,7.51702,2.48777,3.68475,11.4124,11.4548,9.44878,13.2198,4.11013,13.6416,14.2916,2.25848,6.12343,9.89687,4.13229,12.0365,6.53274,10.5446,6.33475,3.17369,1.9959,9.45216,9.38804,2.46792,6.82366,9.16191,2.23592,8.09464,13.7027,8.94422,40.9621,0.0,9.82343,7.33876,12.975,7.03301,12.9901,5.93172,24.5683,21.1267,11.3315,10.0065,3.76942,129.55,12.115,10.3122,20.4212,7.01676,11.4574,2.96209,9.32844,7.21762,4.10046,10.0356,10.4368,15.9203,11.6921,21.0778,18.9658,16.4496,2.43622,6.97269,7.56832,14.2881,18.1896,6.28498
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_803909,48.0543,30.9293,10.1997,72.2555,38.1526,114.646,3.12001,17.6032,18.795,5.12799,5.17069,20.3485,13.3123,38.7392,27.1377,15.6676,23.9056,41.0541,30.637,19.4317,14.5023,23.7433,18.5518,28.7156,35.264,19.4518,9.44097,13.2936,13.6456,21.5682,12.456,21.5958,21.5631,13.3683,10.3252,17.3145,19.3799,15.4021,61.7506,18.8581,16.4764,22.9426,25.7574,5.11461,14.4209,5.12732,53.5301,34.143,18.0724,24.8388,18.5562,297.001,31.9417,24.6127,10.2153,19.3806,15.621,18.5311,19.3806,3.06938,9.22243,20.7224,17.7117,23.4888,21.5948,33.7427,28.5342,36.801,65.4715,32.8422,5.14607,20.5104,31.6431,10.3152
I_6H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_711111,138.132,98.5706,40.8235,95.8212,127.771,340.976,10.6854,54.5126,91.3988,43.4511,28.9301,44.8085,79.5003,79.9658,53.0391,47.4918,48.9623,74.108,90.4304,57.0746,51.1762,112.88,57.9194,99.0057,70.4003,59.6872,49.2958,42.44,66.0091,64.3671,60.764,32.4491,90.9465,71.6537,87.908,60.5737,84.9464,53.394,145.46,92.4406,48.5637,98.1778,53.83,34.0181,60.9306,44.0007,276.921,115.537,118.753,70.6213,93.0023,668.011,115.719,101.088,45.2815,91.2965,101.885,80.346,64.7134,39.8005,37.1178,79.8619,41.9062,103.49,68.64,108.207,136.363,105.86,47.09,101.033,34.0796,90.5388,116.957,35.3766
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_737269,44.1815,18.4996,6.76706,19.868,43.5183,90.5698,1.48982,16.0523,14.4362,8.77481,11.7956,17.7649,18.5376,30.7708,30.3797,19.167,28.1318,17.526,22.6759,21.7477,19.6129,38.2939,28.7223,18.008,26.7321,13.9168,9.0619,16.8348,5.54354,19.3688,21.1769,14.6465,22.4931,11.9892,9.62286,16.5347,24.8297,17.1766,42.4786,11.653,18.1979,22.2608,23.0768,13.8712,21.4308,17.7031,71.5316,23.4762,54.1197,20.5699,2.60101,229.594,37.8517,29.2491,10.3544,23.9259,18.5238,23.5463,21.0294,14.2767,4.34302,18.3977,21.9305,18.449,18.9994,27.5341,36.1263,33.107,6.31872,22.3459,12.3184,16.9348,38.0473,11.2082
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_588181,179.633,114.042,57.9256,240.703,221.852,512.376,14.9988,88.4587,96.0756,37.3563,57.2,58.7585,128.654,132.556,125.693,105.969,167.397,133.664,89.6334,83.8682,92.2098,139.332,100.467,88.9774,171.87,45.514,54.2488,89.4918,93.7859,137.827,71.2088,72.1325,89.9705,77.2463,55.6119,91.5664,93.3908,67.2775,184.033,103.796,120.134,160.652,105.399,40.598,123.507,48.5254,430.93,147.27,201.37,130.328,184.684,1198.39,158.421,134.797,62.8285,108.869,80.0089,127.794,90.326,56.9306,58.3281,64.4234,80.9366,68.5054,105.027,131.169,169.399,168.403,61.2882,124.047,38.8816,111.17,157.464,34.5682
