target_id,LB_NI_48H_3,LB_NI_24H_5,LB_I_3H_1,DM_I_48H_2,LB_NI_6H_2,LB_NI_9H_2,LB_I_9H_5,LB_I_6H_5,LB_I_24H_3,DM_NI_48H_2,DM_NI_24H_4,LB_I_48H_5,DM_I_24H_4,LB_NI_48H_2,LB_NI_24H_4,LB_NI_6H_3,LB_NI_9H_3,DM_NI_48H_3,LB_I_9H_4,LB_I_24H_2,LB_I_6H_4,LB_I_48H_4,DM_NI_24H_5,DM_I_24H_5,LB_NI_48H_1,LB_I_24H_1,LB_NI_3H_4,LB_I_3H_3,LB_NO_0H_5,DM_NI_48H_1,LB_NI_3H_5,LB_NI_9H_1,LB_NI_6H_1,LB_I_3H_2,DM_I_48H_1,LB_NO_0H_4,LB_NI_24H_1,LB_I_48H_1,LB_NO_0H_3,LB_I_3H_5,LB_NI_3H_2,LB_I_6H_1,LB_I_9H_1,DM_NI_24H_1,DM_I_24H_1,LB_NO_0H_2,LB_I_3H_4,LB_NI_3H_3,LB_NI_24H_3,LB_NI_48H_5,DM_I_24H_2,LB_NO_0H_1,LB_I_48H_3,DM_NI_24H_2,DM_NI_48H_4,LB_I_9H_3,LB_I_6H_3,LB_I_24H_5,LB_NI_6H_4,LB_NI_9H_4,DM_I_48H_4,LB_NI_24H_2,LB_NI_48H_4,DM_I_24H_3,DM_NI_24H_3,LB_I_48H_2,LB_I_9H_2,LB_I_24H_4,LB_I_6H_2,LB_NI_3H_1,DM_NI_48H_5,DM_I_48H_5,LB_NI_6H_5,LB_NI_9H_5
NI_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_725281,3.00529,0.0,1.15129,0.0,5.98803,0.0,2.14903,0.0,0.0,6.79301,0.0,3.31396,1.4537,1.17643,2.21262,2.24052,0.53786,0.0,0.0,0.0,0.0,5.3731,0.0,3.49276,3.57029,2.38407,0.0,1.70915,0.0,2.18823,1.16375,0.0,0.0,0.0,0.0,8.3154,0.709118,2.12059,0.0,1.88813,0.0,0.0,3.48774,1.13303,1.15512,3.28991,0.0,6.89582,0.0,4.70055,0.0,0.0,0.0,1.90839,0.0,0.0,0.0,4.23542e-06,0.0,0.0,0.0,1.04636,0.0,0.0,1.83945,0.0,2.76673,0.0,0.643241,0.0,1.18346,0.0,0.0,0.0
NI_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_917034,5.96316,1.18258,1.01098,0.0,2.06743,0.0,1.02235,0.0,2.0,7.19961,8.24786,0.0,2.90765,1.36174,1.11407,0.0,0.0,1.08614,0.0,4.19127,2.04504,2.04785,0.0,5.81355,7.13688,0.0,0.0,2.04196,18.4143,0.0,4.39909,2.57364,0.0,0.0,1.01187,44.1033,0.0,1.01211,7.2746,0.0,0.0,3.02997,0.0,1.03916,1.02941,0.0,3.10341,0.0,0.0,3.38522,0.0,7.53052,2.47088,3.17301,2.0,0.0,1.0097,1.0785,1.0083,0.0,3.85674,0.0,0.0,0.0,1.1022,1.02396,1.02318,1.0,2.02009,0.0,0.0,3.19355,0.0,1.02652
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_536051,6.69052,0.0,10.5375,3.65981,2.61885,0.885161,0.0,0.0,1.16445,1.08456,1.09078,2.85517,2.47149,2.22207,8.20048,4.20244,0.0,0.0,1.04406,0.0,12.6397,0.0,5.40977,2.65062,4.37995,0.0,0.0,1.3147,0.0,0.0,2.16465,1.0727,1.02459,1.04847,0.0,42.2747,2.0379,1.14808,2.30798,3.17466,0.0,8.50545,3.16807,1.0659,0.0,6.62999,5.26036,2.10086,1.28824,5.50392,2.16601,3.35177,3.38899,0.0,3.19442,0.0,0.0,0.0,1.05235,0.0,0.0,0.0,0.0,2.2064,4.02128,2.06012,0.0,0.0,4.80609,0.0,0.0,2.26317,1.04112,0.0
NI_3H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_617165,0.0,0.0,0.0,0.0,3.00806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24044,0.0,0.0,1.01766,0.0,0.0,0.0,3.87314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02443,0.0,3.06627,4.33733,0.0,0.0,0.0,0.0,2.01907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000974583,0.0,0.0,0.0,2.95684,0.0,0.0,0.0,0.0,2.08942,0.0,0.0,2.04187,0.0,0.0,0.0,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_755694,2.14227,0.0,0.0,19.3804,0.0,1.01755,0.0,1.27575,0.0,0.0,2.12968,1.12422,40.0118,0.0,2.08629,0.0,0.0,0.0,0.0,0.0,1.03447,21.4677,0.0,0.0,2.13837,153.355,24.2804,1.04857,15.2481,3.29963,0.0,0.0,0.0,3.36937,1.16943,24.5211,0.0,1.12652,0.0,122.586,0.0,0.0,0.0,1.05823,0.0,1.11248,5.21584,0.0,0.0,0.0,0.0,4.62687,2.18826,0.0,8.43323,0.0,1.03794,0.0,0.0,0.0,0.0,0.0,3.42008,0.0,0.0,21.8442,1.22257,0.0,52.2407,2.1424,1.03952,1.04748,0.0,347.373
NI_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1006952,11.6968,0.0,0.0,0.0,0.0,0.511511,0.537242,0.518475,0.0,14.2104,0.967549,0.13695,3.93508,0.548577,0.0,0.0,0.0,10.7871,1.27688,0.0,0.526045,0.0,0.0,0.584141,0.0,0.0,0.0,0.0,4.57455,0.0,1.21895,0.536348,0.0,0.0,0.548136,4.74136,0.0,0.0,0.0,0.0,0.546995,0.0,1.49977,0.667791,1.06628,5.63851,0.696112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803663,0.775751,3.39408,0.0,0.613555,0.578526,0.0,0.0,0.525888,1.1032,0.0,5.39709,0.0,0.0,0.0,24.2148,0.525365,0.0014262,0.0,0.0
DM_I_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_581617,7.12689,16.1788,2.15301,0.0,5.28959,0.0,0.0,1.06788,0.0,15.1927,3.44664,2.27962,17.3232,4.28816,1.06203,0.0,0.0,6.58425,7.38597,0.0,2.04277,5.35142,1.10576,8.84669,7.77414,4.23586,0.0,3.31221,70.0576,8.65205,2.22387,3.26118,0.0,0.0,5.60406,15.2826,1.04365,5.472,1.0807,0.0,2.19629,10.7312,1.09437,13.8345,18.048,2.24896,2.29388,11.9381,1.23019,7.7451,7.95572,10.0249,16.4245,0.0,5.36124,2.1948,0.0,3.28429,3.15998,0.0,7.47496,1.06108,4.22166,4.64703,10.0353,5.45909,2.1121,0.0,0.0,1.08252,1.13985,3.29753,0.0,0.0
I_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1339295,95.9245,50.9225,48.9158,41.1673,42.3497,35.3041,49.1132,45.9238,42.5052,42.7701,44.0411,57.2765,40.8536,36.2025,33.1148,32.5038,52.4804,24.7181,30.7775,40.3804,33.4033,34.2788,27.9774,17.3309,86.0298,96.9844,28.3087,37.4951,60.7619,10.0905,23.4182,26.9625,13.4647,4.16609,12.2955,180.019,27.0176,48.2422,49.361,40.9196,23.6771,33.5589,22.3726,24.5391,41.9334,40.029,17.9856,42.3715,76.0567,50.8986,26.8719,130.632,59.0362,13.4505,38.3825,38.1066,29.7416,32.2428,34.8449,113.311,36.3428,26.4265,12.2572,20.3202,47.1207,56.2404,36.0317,60.4105,40.6489,58.096,60.6391,517.603,29.8438,25.0221
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_992902,1.12352,0.0,6.812,2.37638,5.29208,0.0,42.6944,0.0,2.94628,0.0,3.30684,8.62109,11.9999,3.59148,0.0,1.2557,0.0,0.0,0.0,1.03422,2.37175,3.23836,11.0851,3.18806,1.14887,5.4632,2.2141,4.2307,2.30381,0.0,2.78099,1.31791,0.0,1.16856,0.0,23.6569,0.0,8.33778,5.248,3.20827,0.0,13.0377,65.0512,6.61424,0.0,5.71361,4.20829,42.8313,0.0,7.34409,2.44179,21.9133,9.64634,2.2049,4.25923,0.0,3.56255,0.0,0.0,0.0,0.0,2.65221,2.28021,2.27807,0.0,3.45847,0.0,1.05137,5.33914,0.0,40.2733,2.13299,0.0,0.0
I_6H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1006792,11.4663,11.9133,9.59143,10.4103,2.59524,5.04831,18.2142,14.4348,3.36631,7.64904,6.89432,6.88679,8.05664,9.65187,14.4114,5.35582,1.75735,12.3873,7.66988,4.04556,12.0786,14.2275,1.39509,13.439,15.0776,17.4938,9.6468,8.23335,17.3414,5.58046,10.4272,9.04322,1.54568,0.0,9.30129,67.1387,44.0332,11.4435,14.8882,12.3838,10.768,8.22945,8.08521,2.40847,4.08161,13.1349,2.70215,15.8884,13.0866,13.421,0.0,41.6442,9.91307,10.6973,12.1179,6.28991,19.8905,4.35321,5.2778,20.4058,2.69946,18.7679,0.0,0.0,9.05282,5.40375,9.13165,6.72351,8.11696,15.3865,14.3062,123.281,13.0676,9.63753
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1366714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I_9H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_896663,121.167,104.467,120.989,116.847,81.5833,89.1421,153.212,107.077,130.359,95.7007,121.164,132.533,121.273,88.0129,74.0328,86.3315,67.3798,88.5601,41.1193,134.836,74.8958,59.4743,58.9658,82.5909,251.913,243.393,49.8372,112.966,181.641,40.7303,63.9233,95.0007,45.8966,15.5251,71.9096,519.739,197.51,146.725,152.725,125.953,69.2971,67.2958,107.918,52.9083,90.1971,146.086,53.6729,135.394,170.951,129.348,48.5226,318.114,131.727,48.149,89.6182,146.959,124.255,117.293,85.9469,167.754,95.5045,66.8945,63.132,52.1743,82.7459,98.2584,64.2467,71.4611,84.1043,150.372,120.864,1341.87,89.971,82.129
DM_I_48H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_516278,77.3077,50.3909,65.7188,37.723,29.025,36.3725,85.0083,80.5981,86.0233,45.9041,67.6878,56.1969,47.498,38.9117,36.5663,42.5846,46.7051,36.8813,25.7247,80.9756,56.8119,41.526,26.1197,41.4355,97.108,123.307,31.0642,74.3457,72.9676,30.584,36.9078,44.7337,20.8194,15.4181,34.0891,271.777,11.0119,58.2707,111.077,52.1219,49.894,40.1337,59.2996,16.5467,53.1668,75.9996,32.1194,61.4356,101.952,47.8708,29.5568,176.872,55.9963,15.6863,62.7298,36.7876,39.2802,62.6085,47.3681,116.956,51.0271,55.318,11.0653,21.0928,30.6812,60.9539,27.9196,55.3412,28.1527,83.6883,60.0381,614.929,51.5763,50.9979
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_979089,2.90805,3.23576,1.05327,0.0,2.62243,0.139172,0.0,0.0,1.03804,1.05638,1.0781,5.30528,2.52454,2.12145,4.78006,3.15715,0.0,0.0,0.0,8.44884,8.08832,5.15324,5.3336,2.3924,1.06948,3.12319,2.05674,1.06823,3.34002,0.0,2.20078,5.43531,1.04334,0.0,1.05472,42.5355,1.03321,0.0,3.1822,0.0,1.08767,0.0,1.06858,0.0,14.7235,5.90683,1.6134,3.1502,0.0,13.7934,5.40342,6.70728,4.27983,1.07535,0.0,2.14899,0.0,3.04379,2.10665,1.22319,4.12878,0.0,1.02564,1.06385,4.31654,4.02942,3.15198,0.0,2.39001,0.0,0.0,0.0,2.07329,1.04253
NI_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_808360,46.5593,52.0978,16.3675,25.471,35.2745,6.221,39.8498,34.1704,39.6877,42.5238,35.9516,12.9234,20.2125,19.0033,27.7874,16.2965,19.3613,24.8592,12.7936,43.427,26.473,14.2133,10.023,19.0454,59.0428,61.7208,12.4666,35.2914,51.0892,6.80289,13.0406,19.3696,10.8171,1.61728,11.2394,168.565,25.2423,47.6667,61.6293,32.5914,19.2351,34.3688,29.2194,10.0421,26.9959,47.3747,10.5824,29.0845,42.9265,42.9673,17.997,71.8312,46.7301,2.70491,38.2294,31.8494,26.3874,50.7039,24.5165,62.7599,39.0532,5.99304,8.23885,16.1687,30.3003,34.8521,0.0,12.3441,19.5156,61.6884,28.7321,424.588,28.2764,35.969
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_548758,25.2408,14.2874,24.4675,10.4317,3.95549,21.4231,23.0239,25.8931,17.9956,10.165,13.0204,25.9305,10.6194,21.4813,12.7069,24.0474,0.0,23.6166,7.42611,23.3601,18.4766,17.0981,17.9133,4.27791,45.3316,34.0436,9.14031,28.3574,49.0779,5.30643,8.87081,17.0063,7.0928,2.60444,19.6976,107.399,24.8153,43.5904,13.0512,29.0288,14.1333,13.0051,3.75211,4.94558,9.47806,15.8119,6.58921,20.6048,29.9583,36.4592,6.58454,79.6195,11.1671,4.66036,20.4618,26.9106,4.60345,9.59605,14.56,12.0214,22.5684,23.9609,21.1261,14.5717,14.6235,0.0,3.388,12.421,18.6737,22.1463,21.0684,169.642,30.1549,26.9193
NI_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_831978,0.0,0.0,0.0,0.0,0.0,1.02492,0.0,0.0,0.0,0.0,1.09078,0.0,5.57288,0.0,0.0,0.0,0.0,0.0,0.0,1.18208,0.0,0.0,0.0,2.19072,0.0,0.0,0.0,0.0,1.12479,0.0,2.13283,0.0,0.0,0.0,0.0,0.0,0.0,1.20658,0.0,0.0,0.0,0.0,2.10019,0.0,0.0,2.20462,0.0,0.0,0.0,4.33832,2.14311,3.12771,1.10636,0.0,0.0,1.06555,0.0,3.20917,0.0,0.0,3.16465,1.04923,0.0,1.1032,1.13544,7.85081,1.05261,0.0,1.06783,0.0,2.10146,0.0,0.0,2.04255
NI_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_873531,53.0155,29.4366,49.4887,41.9905,31.7955,55.9383,26.5593,55.8074,48.4094,28.3258,66.0797,52.8818,56.6414,38.6281,22.0553,40.9351,8.21068,29.1412,34.0938,112.357,34.7015,32.5747,15.6227,25.8979,98.395,81.7128,20.4716,31.1484,65.6378,12.7186,27.0668,25.2592,11.7189,4.30108,32.3196,245.51,23.8671,68.8163,47.1097,50.4849,41.824,48.8618,22.4355,27.9502,51.3577,74.7584,11.6413,63.5485,77.3929,59.6307,28.0084,166.284,47.4541,20.7447,38.1516,13.9237,43.5518,41.8447,30.7565,49.9683,29.7711,39.0675,9.79434,13.2548,44.9978,70.5536,13.942,43.976,33.1621,83.9274,40.5119,534.311,35.9452,95.2233
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_959416,0.0,0.0,0.0,0.0,4.62408,0.0,0.0,0.0,1.03157,2.29474,0.541389,1.04977,7.95815,6.97531,0.617915,0.0,0.0,0.0,0.0,0.0,0.0,0.52928,0.0,1.25595,2.66194,1.1436,0.0,3.76938,2.41122,1.17124,3.26966,0.0,0.0,0.524176,0.0,0.0,0.0,0.0,0.0,0.0,1.27797,0.0,1.08273,6.57782,1.2137,1.17987,0.537951,9.63953,1.13493,1.09899,0.0,4.35303,0.0,0.588964,0.0,0.0,0.0,0.223406,1.05523,0.0,0.544725,0.0,0.0,0.0,0.0,0.555765,0.0,7.67857,0.573655,0.0,2.15756,0.0,0.0,0.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_797793,34.494,15.5062,26.1804,15.5385,13.2247,8.6403,5.99008,0.0,0.0,14.9454,38.4538,20.4561,9.43303,22.7768,9.87886,16.7682,0.0,4.23522,8.51409,8.97543,22.745,24.3342,14.3644,6.61727,40.0582,34.7857,5.37836,15.1422,23.5434,5.03423,10.3086,12.3138,14.9991,0.0,13.3761,103.138,0.0,28.7055,0.0,12.3573,9.23199,4.39222,36.2852,5.96802,15.7572,16.7763,0.0,17.6398,5.39236,8.17858,3.91726,41.4451,10.3931,8.10215,4.27308,4.91277,22.2921,16.8581,17.4134,15.5468,19.8127,5.38872,0.0,5.65908,10.2261,14.3604,0.0,7.48168,6.36371,9.22567,5.49495,152.708,0.0,0.0
I_9H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_906283,2.12693,2.80835,1.03563,0.0,1.04224,0.0,0.0,0.0319603,0.0,1.06,0.0,0.0,1.07058,0.0,0.0,0.0,1.07572,0.0,0.0,0.0,4.1379,1.05389,0.0,4.29744,0.0,5.28876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02348,1.0841,9.25213,0.0,0.0,5.43812,0.0,0.0,0.0,1.04709,0.0,0.0,0.0,0.0,3.92317,0.0,2.13785,0.0,0.0,1.44147,1.0919,1.34648,0.0,0.0,0.0,1.02583,0.0,2.08059,0.0,0.0,1.081,3.3559,0.000125001,0.0,0.0,0.0,0.0,1.03952,0.0,0.0,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_976212,3.83167,30.8997,20.5465,7.43097,16.7736,7.0633,15.3005,9.26847,21.6384,2.48516,15.0324,25.4659,10.457,0.0,5.69046,5.60309,10.0332,12.9229,7.70743,15.1521,2.19535,8.66994,4.54722,14.2329,17.4118,27.684,7.54268,9.27922,12.9579,8.08973,16.2281,19.4711,4.45436,0.513826,7.10596,76.6894,26.7128,17.4171,17.8407,16.2136,13.2236,12.8487,17.2287,9.73767,30.8308,16.9556,9.97027,33.5728,23.6681,8.93057,6.63207,41.2613,21.38,1.59078,8.1843,17.5905,9.21897,7.08725,8.48031,51.4977,13.2508,16.2682,8.37771,7.73239,15.2667,9.42034,16.1389,25.3508,14.3262,28.3098,17.3855,116.859,20.3981,5.16509
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1592871,76.1554,66.6404,42.7934,35.3319,33.4686,30.9685,54.5228,66.9285,66.4905,59.4903,51.239,60.1226,54.472,56.4231,29.7473,43.8592,25.3165,35.2271,31.656,51.0776,39.5387,38.118,19.2491,20.774,93.7246,78.1614,30.6883,60.9716,82.4178,23.7943,31.09,42.4351,23.9987,7.77731,29.1655,234.258,21.6609,78.61,73.5452,43.8039,41.5164,35.5965,54.9646,22.0672,52.9693,64.6731,27.0686,58.6361,85.0921,60.2669,20.3877,168.189,73.234,21.0345,28.9707,53.065,38.6024,63.0534,45.1827,83.0854,66.656,33.205,18.6332,35.6997,50.8607,59.9992,29.9073,67.3028,34.3556,98.186,61.158,519.415,50.8484,45.5462
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1046351,64.4057,48.8883,54.7177,48.5903,48.6946,54.2453,54.4847,76.708,50.4685,51.9114,54.2291,45.7924,71.1416,47.6969,32.9903,52.9641,28.6762,43.9811,20.4236,45.742,40.9394,49.2047,15.6753,28.427,86.574,121.304,26.3424,53.7108,69.9178,21.4844,27.8208,43.9076,18.1407,10.4759,25.6895,240.519,63.8063,102.925,76.4748,73.1365,45.947,35.074,63.916,31.7087,56.5332,80.8672,24.5104,49.9608,82.5728,67.478,27.2852,170.678,54.0768,17.5284,42.9709,53.0208,31.6168,55.5287,38.2038,77.0455,61.946,36.0739,41.8173,34.9535,40.9075,64.001,31.2249,70.4356,37.6,86.3058,66.0978,729.01,65.637,46.9512
DM_I_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_629346,8.81061,1.63105,8.90583,2.36397,0.0,2.0112,5.22048,0.0,1.43686,4.48345,1.86868,11.7634,4.23265,0.0,0.0,9.42288,6.48244,0.0,4.50123,3.43144,0.0,0.0,0.0,0.0,3.59134,5.67753,0.0,0.0,1.86053,4.10292,3.75562,7.25333,1.56648,0.0,1.78587,14.5496,0.0,5.20635,12.3859,5.38716,1.98197,8.46463,18.9756,0.0,1.79252,6.12226,0.0,6.72329,21.2348,1.58188,5.09625,12.6356,10.0449,1.51654,1.46376,1.99682,4.71078,5.7785,3.78378,21.2957,2.04041,0.0,0.0,0.0,3.1494,1.70393,3.90971,2.45482,5.45155,14.4424,5.00889,51.2182,0.0,11.8853
DM_I_48H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_841188,18.622,13.7398,7.33098,26.9901,9.47994,3.09036,19.9857,18.6227,48.7048,17.4674,21.2631,1.59491,4.03253,4.18814,2.31732,9.5058,5.61431,17.5606,4.10764,11.4287,5.86053,11.6431,9.52808,9.38938,14.0593,15.2266,8.50174,13.6811,34.1648,7.32196,2.15339,15.6557,5.5562,0.0,8.89519,55.1134,16.0144,5.53331,23.8913,14.677,8.98982e-06,0.0,25.1637,4.78589,1.63526e-05,18.2744,9.91943,20.2486,47.137,14.2974,9.49441,68.0236,23.2079,6.96779,13.1802,17.295,14.0823,0.0,22.1121,5.11056,11.9693,12.6422,2.24112,6.88377,8.95825,7.45068,11.3982,8.89548,10.4298,15.7673,13.0068,196.151,7.3083,43.3305
I_9H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1593206,28.5546,5.3762,28.2207,15.238,20.1665,5.54965,44.6063,26.0637,37.0514,17.5726,28.8505,16.4641,21.2703,26.0908,12.334,17.9036,2.04247,7.82774,5.33322,13.5756,8.44669,6.40214,15.8313,10.1601,36.5378,27.7428,7.5504,10.6502,28.3613,6.57059,11.436,25.2536,2.24279,0.0,18.3917,81.8384,26.0456,29.8998,28.1636,11.0333,15.8051,25.6523,32.2035,9.57714,15.9786,22.4513,7.54498,25.7121,12.5364,25.3533,8.75787,65.0821,24.0877,9.65096,9.68236,20.5272,13.3707,21.9062,21.9248,15.8317,6.92311,10.3014,5.55143,7.73811,16.5143,14.0039,9.25794,9.53905,10.9161,17.9109,22.9096,225.398,9.63106,32.9517
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_892822,211.447,33.8814,177.644,23.2159,104.019,4.48298,1.47314,96.4221,35.6979,139.521,288.929,100.404,186.77,175.3,194.794,89.9931,15.8887,208.792,71.182,296.591,110.417,174.15,38.3393,274.907,408.206,51.5427,75.9287,179.844,345.285,61.7973,64.7352,9.43554,54.5707,31.9524,92.3683,690.733,0.0,208.912,187.002,270.037,106.881,125.149,89.8793,46.5263,212.565,266.487,42.8325,446.483,125.021,92.3643,3.31394,398.148,177.504,26.4853,92.2912,40.3951,136.289,49.3253,42.3129,171.88,82.9861,37.1172,43.0505,61.2265,16.0369,304.197,172.864,48.5584,88.665,216.006,170.027,701.085,8.06877,7.36205
DM_I_48H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_885198,2.75086,2.68831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.50296,0.0,4.57433,1.09899,1.82859,0.0,1.04905,0.0,0.689284,0.0,0.0,0.0,0.716413,0.0,3.4249,2.61744,0.0,1.11049,0.0,0.0,0.0,1.06641,0.0,0.0,0.0,0.0,10.07,0.0,0.0,0.943424,0.0,0.0,4.72583,0.0,0.0,2.13256,0.0,0.0,0.0,0.640687,2.20157,0.0,3.94308,0.0,0.367484,0.0,0.0,0.0,0.0,0.359041,0.0,8.36255,0.0,0.0,0.367733,0.55305,0.0,0.0,0.0,7.50357e-05,0.545073,0.0,0.0771408,0.0,0.0
BL_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1728708,4.67489,1.05883,0.0,1.02719,4.02342,0.0,4.13698,0.0,2.07608,4.14012,1.04779,2.04766,5.7915,4.15197,1.05029,0.0,1.02585,1.07781,2.1254,3.11974,0.0,1.03065,0.0,2.38337,0.0,0.0230998,0.0,0.0,3.21684,2.09285,4.37871,0.0,0.0,1.05403,1.03293,4.61788,0.0,3.12554,3.16998,1.04965,1.08153,3.72485,4.23527,0.0,4.16969,0.0,2.13918,2.08056,0.0,1.33653,2.09865,1.0336,2.09214,2.09172,0.0,0.0,0.0,1.0146,1.03478,0.0,0.0,1.06108,0.0,0.0,2.13264,2.09357,1.41989,0.0,1.04351,1.02327,0.0,0.0,1.03314,0.0
NI_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_835906,69.9815,70.2471,73.977,42.5401,36.8189,44.6226,68.7188,67.6279,69.0967,63.0269,57.0636,72.3114,63.3499,53.7404,51.8301,71.6496,25.6712,45.1343,46.3605,65.9866,32.8461,44.7106,35.0736,32.7766,121.759,105.95,37.6697,80.0256,135.879,33.4818,53.903,39.9981,22.9473,9.88011,39.4554,354.539,44.5267,102.744,97.6563,82.5181,68.9868,42.6885,52.5457,34.6012,52.7251,92.7226,18.7934,81.7843,79.8942,76.6625,25.452,229.487,78.1263,18.3971,45.1447,42.0205,49.6557,43.5607,49.6971,107.599,62.9784,50.6176,24.8633,22.7997,67.9656,67.9611,29.826,52.0389,66.4603,90.389,73.6368,1166.55,66.5609,56.199
NI_9H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1073425,23.0628,17.1574,44.1154,29.4179,18.3215,30.2203,70.4519,9.32131,20.8763,19.4404,42.5278,35.4807,31.7981,12.4593,14.6168,11.7865,14.011,22.0336,32.1826,48.5783,25.6292,19.034,21.3535,17.6985,59.3923,45.7728,19.3432,26.2364,56.7976,6.69403,23.0985,30.8313,9.10046,4.59704,29.6661,165.856,31.0837,57.608,42.5447,41.7057,25.9604,29.5127,25.7145,16.0303,35.277,38.8039,5.40284,30.2552,38.0647,47.1585,14.6464,154.378,35.6702,9.35197,35.2838,25.8298,33.7605,12.9752,22.0317,71.4454,25.97,20.4105,18.5497,43.401,28.7582,49.093,17.7227,25.366,31.4263,59.8002,11.7952,419.149,40.0825,73.7362
NI_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_667557,66.2994,39.8878,70.2309,28.3575,36.4152,54.4728,53.2011,40.0842,27.9057,24.4202,78.8367,43.8512,53.8652,43.0461,60.2961,24.2092,19.5721,32.5021,46.3254,59.843,28.1299,33.3158,14.164,16.6901,132.765,125.874,31.1815,58.7645,84.2189,18.1008,6.39622,13.2711,33.5755,0.0,30.0497,312.677,16.5726,107.323,60.7105,53.5645,42.2804,18.1822,68.7744,24.3302,53.5346,51.6869,24.2593,91.7591,83.7008,43.7249,51.4548,179.337,32.1711,18.5195,44.3339,39.8677,40.3113,40.0235,20.936,98.2108,43.653,60.47,0.907049,43.0286,22.0072,34.2928,3.46731,39.5947,25.3728,113.196,54.3151,605.927,51.9125,90.4621
I_6H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_979933,12.62,1.07859,0.0,0.0,2.62207,0.0,0.0,0.0,0.0,3.16913,0.0,7.27016,1.11991,4.24289,0.0,0.0,0.0,0.0,1.07199,0.0,0.0,4.12259,0.53336,0.499452,3.20845,0.0,1.02837,0.991302,0.0,1.04642,0.0,0.0,0.0,0.0,0.0,1.10866,0.0,0.0,1.18703,0.0,2.17533,0.0,0.0,0.711397,5.2584,1.37721,1.43234,2.12298,5.17396,1.41517,1.4862,0.0,0.0,1.44273,1.54678,1.61516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7415,1.10761,4.28916,0.0,0.0,12.7959,0.0,0.0,0.0,0.0
