target_id,DM_I_24H_2,LB_NO_0H_1,DM_NI_24H_2,LB_I_48H_3,LB_I_9H_3,LB_I_6H_3,LB_I_24H_5,DM_NI_48H_4,DM_I_48H_4,LB_NI_6H_4,LB_NI_9H_4,LB_NI_24H_3,LB_NI_48H_5,DM_I_24H_3,LB_I_48H_2,DM_NI_24H_3,LB_NI_3H_1,DM_NI_48H_5,LB_I_9H_2,LB_I_24H_4,LB_I_6H_2,LB_NI_6H_5,LB_NI_9H_5,DM_I_48H_5,LB_NI_24H_2,LB_NI_48H_4,LB_I_48H_1,LB_NO_0H_3,LB_I_3H_5,LB_I_6H_1,LB_I_9H_1,LB_NI_3H_2,LB_NI_24H_1,DM_NI_24H_1,DM_I_24H_1,LB_NO_0H_2,LB_I_3H_4,LB_NI_3H_3,LB_NI_3H_4,LB_I_24H_1,LB_I_3H_3,LB_NO_0H_5,LB_NI_48H_1,DM_NI_48H_1,LB_NI_3H_5,LB_I_3H_2,DM_I_48H_1,LB_NI_9H_1,LB_NI_6H_1,LB_NO_0H_4,LB_NI_6H_2,LB_NI_9H_2,LB_I_3H_1,DM_I_48H_2,DM_NI_48H_2,LB_I_9H_5,LB_I_6H_5,LB_I_24H_3,LB_I_48H_5,DM_NI_24H_4,DM_I_24H_4,LB_NI_48H_3,LB_NI_24H_5,LB_NI_6H_3,LB_NI_9H_3,LB_I_9H_4,LB_I_24H_2,LB_I_6H_4,DM_NI_48H_3,DM_NI_24H_5,LB_I_48H_4,DM_I_24H_5,LB_NI_48H_2,LB_NI_24H_4
BL_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1633131,50.158,300.871,23.221,175.768,89.6768,80.6264,85.0922,70.6134,112.721,60.4444,303.965,129.137,128.121,42.9435,94.3853,84.5281,184.141,91.2905,76.5056,90.4166,58.0016,101.891,159.193,749.539,95.443,30.3755,133.091,105.448,75.425,58.4461,104.307,86.5956,73.2794,54.2236,116.016,96.2224,37.3034,112.377,66.3993,271.738,84.9545,136.47,143.705,37.3898,61.4927,7.99176,58.3,120.434,35.0589,489.231,69.1516,58.4347,105.663,57.8171,123.669,157.06,97.2625,83.0751,82.2503,71.9201,109.545,76.1803,88.6809,86.7879,39.4915,61.1134,136.647,72.1462,81.5973,49.3951,49.3146,40.1241,101.132,34.6837
BL_4_CKDL230008524-1A_H5HLYDSX7_L2_2_3846413,31.2692,187.197,25.3414,51.2035,64.4129,63.6614,62.5417,37.4909,57.7377,46.9478,60.6668,83.5324,66.0696,29.7595,55.6483,56.065,72.9379,57.2246,43.8542,45.5952,40.916,51.6409,48.7938,346.567,59.1667,30.0886,78.4405,58.6074,55.5974,38.3449,59.6378,56.2923,75.8904,22.1789,65.236,61.0339,28.5899,55.9735,16.7997,134.608,43.377,79.0677,77.1147,28.2667,21.5847,13.8449,45.9959,63.7599,26.5973,191.824,52.5499,51.1367,59.5853,37.5235,39.0211,64.0302,46.9351,56.6941,61.3889,56.3603,53.5377,39.2812,67.3189,49.3841,44.5005,45.4687,42.8427,39.5039,29.9,13.2819,49.5661,35.79,53.0729,43.5494
I_48H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1176476,30.1239,132.538,18.0112,80.1385,48.2013,54.0865,56.0096,28.0354,65.6117,48.2309,151.626,113.078,116.787,52.0543,65.1731,77.0999,91.7877,61.0773,43.2654,77.0352,56.278,61.0178,74.984,17.0089,67.0649,25.0534,94.0457,53.0316,47.1028,26.0851,69.1048,39.0453,68.1124,37.137,79.1063,85.5003,17.0175,79.1362,35.1059,160.053,72.0287,70.0872,82.0889,19.0197,49.898,9.25826,40.0441,75.0351,26.5872,214.642,49.0751,84.207,74.0844,35.0419,47.0645,68.0483,64.0855,82.1048,80.1245,63.1161,68.1008,63.2805,62.008,53.1578,53.5449,74.0709,79.0865,38.0385,22.0618,27.2309,57.0576,38.1399,65.2757,51.2707
I_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_761767,0.0,0.0,1.00817,0.0,0.0,1.00972,0.0,1.13088,0.0,0.0,0.0,9.27713,5.05937,0.0,7.17546,2.06791,0.0,0.0,0.0,0.0,3.07694,0.0,0.0,0.0,0.0,1.31848,2.03779,2.15045,0.0,0.0,2.18804,2.26276,0.0,2.38829,0.0,3.08997,0.0,0.0,23.3061,2.20466,0.0,0.0,1.01493,0.0,1.18309,0.0,8.10686,0.0,0.0,10.8664,0.0,3.15269,21.2697,0.0,2.01454,0.0,0.0,0.0,0.0,9.12742,27.251,3.02992,0.0,0.0,0.0,2.02723,1.0686,0.0,3.11036,1.05382,0.0,0.0,2.0226,0.0
BL_4_CKDL230008524-1A_H5HLYDSX7_L2_2_2713143,7.05043,44.6266,4.18427,15.2405,11.0291,19.107,8.02314,11.2863,25.1452,6.13805,22.1646,18.3873,21.5527,9.05372,15.1087,21.5393,11.1518,12.2676,9.07747,23.0342,20.4725,9.05999,22.1258,4.03173,9.09992,7.19402,18.0976,11.3042,13.1716,6.07376,23.4962,10.4573,9.04615,4.09412,14.0415,11.3763,2.00873,17.1225,5.38493,19.0742,20.7569,8.23453,17.3083,3.01314,8.12781,0.0,7.1162,8.05332,2.0094,41.155,17.139,11.0233,14.1687,15.2614,11.0979,15.3082,13.035,16.0114,15.1275,10.5964,11.1854,15.1527,15.1248,23.2099,10.1014,13.0732,14.0348,14.0695,7.1933,6.24508,9.07829,11.665,11.2781,10.4661
BL_4_CKDL230008524-1A_H5HLYDSX7_L2_2_2861970,3.16782,28.7077,3.07008,15.2185,72.9898,44.3809,10.0718,4.02152,19.3077,26.4798,25.0197,18.6971,19.131,6.02786,16.4078,7.07456,27.9726,7.06454,21.4941,7.01457,14.5917,6.05531,10.1709,5.14373,6.01285,17.8969,20.4786,10.5532,5.09989,37.2633,82.6495,12.2959,9.06457,12.1001,9.06615,14.7774,7.12986,21.7858,10.5798,18.136,8.20515,9.25632,14.166,20.0207,14.3415,1.09664,8.2994,4.06153,2.01853,48.747,30.4969,8.00613,10.299,9.09181,15.1401,4.04023,13.1035,13.0256,22.3709,17.9849,19.4848,10.3195,9.09198,9.26458,2.01642,13.3942,12.2856,5.02486,4.08592,2.21022,30.1841,10.4228,12.1566,4.05849
BL_4_CKDL230008524-1A_H5HLYDSX7_L2_2_1225995,13.1591,36.325,8.3047,27.9481,20.2212,18.0706,18.0217,17.3643,36.9667,16.7013,62.1624,23.2642,38.6304,19.8208,25.3127,24.9131,22.1447,22.0591,13.5599,17.1276,17.6231,13.4698,19.2138,4.03767,20.0655,13.4117,29.8789,16.3823,17.3326,11.0672,12.327,10.1095,30.1035,14.6721,35.2604,37.6717,3.09373,19.9497,11.0656,25.1291,22.3758,20.3568,36.2992,3.00177,10.2037,1.01929,9.1122,25.0458,12.0577,71.3127,18.5973,21.0306,21.352,25.9362,19.3615,26.0968,20.2271,15.0123,32.5185,19.5044,11.1259,33.4434,20.1886,15.2069,5.04549,16.1982,24.584,19.0517,12.2204,6.02475,19.5143,7.43153,10.0921,13.1556
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1261685,53.0,209.0,31.0,100.0,61.0,76.0,63.0,29.0,117.0,86.0,151.0,127.0,147.0,73.0,70.0,86.0,134.0,79.0,59.0,87.0,86.0,69.0,130.0,27.0,78.0,42.0,131.0,67.0,91.0,59.0,76.0,59.0,75.0,38.0,101.0,88.0,28.0,102.0,37.0,163.0,91.0,98.0,111.0,35.0,55.0,3.0,37.0,83.0,32.0,283.0,75.0,82.0,87.0,62.0,83.0,97.0,74.0,85.0,113.0,59.0,73.0,84.0,117.0,68.0,92.0,100.0,101.0,80.0,46.0,18.0,63.0,59.0,100.0,58.0
BL_4_CKDL230008524-1A_H5HLYDSX7_L2_2_3277802,107.765,641.12,61.7001,207.98,225.524,183.074,184.994,180.302,165.474,115.603,302.367,264.345,267.199,75.4451,205.028,157.838,305.976,222.24,95.771,202.001,162.11,183.047,113.688,2242.53,179.575,96.0681,266.995,326.232,196.726,146.577,187.635,188.265,245.142,89.153,206.594,218.815,81.0053,235.249,100.717,378.753,221.036,314.579,354.367,85.1728,109.034,33.1391,142.946,182.273,65.4574,957.309,165.762,98.062,202.551,141.343,177.722,236.305,218.676,212.066,208.376,234.63,232.167,169.149,240.106,197.962,97.2038,167.119,248.847,147.172,123.041,85.5605,145.284,91.6336,165.526,157.331
DM_I_48H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1362815,42.2105,274.792,52.0058,105.459,64.0869,131.559,101.121,54.7968,116.585,74.6783,153.269,132.741,119.232,86.1328,106.948,70.7198,122.52,104.839,48.5587,80.4403,95.7815,65.9505,116.429,572.771,64.8915,39.247,97.8259,121.688,128.276,59.52,100.514,70.6329,112.714,39.496,105.265,105.05,44.5025,124.583,39.4114,174.364,94.9131,184.666,159.749,36.2476,49.7135,16.7638,88.5282,119.396,51.1725,385.849,65.5893,36.3928,119.048,70.0451,68.8823,179.393,119.628,90.8218,102.597,99.282,104.895,127.938,48.1299,66.509,90.0569,73.0461,160.108,98.2497,78.497,31.9141,59.9194,78.8708,100.209,57.8742
DM_I_48H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1315389,30.48,141.371,16.0931,52.5095,54.0584,72.8211,72.5659,34.4243,55.4253,49.8187,152.252,80.3914,68.2978,33.8502,52.6059,59.0583,77.7122,60.9898,31.1097,45.3839,35.8753,33.4127,74.2692,648.827,42.3397,26.7884,73.975,74.6711,55.7861,33.9831,38.011,44.6189,19.0651,37.0784,57.0616,58.5296,23.7147,98.9155,34.5822,117.186,68.7863,56.7361,97.1204,12.6989,34.1155,4.89705,61.3516,34.1034,17.4632,256.517,36.7238,26.4262,71.9994,43.4687,38.1112,39.2415,53.1287,54.8118,68.5165,53.3074,45.898,58.1267,40.1867,72.3434,31.3701,37.9882,38.8415,40.8182,29.1278,28.1005,47.5545,25.6244,48.175,20.9454
DM_NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_825619,19.9083,89.0447,10.3926,56.565,32.7849,29.7992,40.1331,23.3823,50.8892,21.1275,93.2847,61.8382,57.9572,30.6723,38.3594,66.1191,63.5737,40.5167,21.1439,46.6231,47.9836,46.6201,59.5477,6.408,38.7839,18.7433,53.7723,24.2499,51.0466,28.3569,42.6952,34.2425,54.9454,18.5693,50.9345,56.7304,13.2183,31.8877,14.4994,76.1077,39.8703,43.2458,48.9706,17.0704,21.003,5.03311,22.0605,33.5784,20.7358,220.76,29.0809,36.3335,46.7699,33.2402,35.8181,47.5318,47.0167,53.5836,65.8441,36.9125,45.739,53.3828,43.5085,43.5901,21.5774,51.168,39.7876,46.7667,28.0853,11.0763,41.4798,33.6352,39.8367,37.4732
BL_4_CKDL230008524-1A_H5HLYDSX7_L2_2_2417098,4.89479,25.8387,2.86696,13.9048,12.2848,10.6065,7.21961,9.17243,18.1927,11.0045,36.5038,14.6934,25.8497,10.5405,12.7966,11.481,19.0529,22.4916,7.60519,14.2509,5.30044,16.8674,16.7447,0.0,14.5052,10.5303,18.0394,9.77758,15.4814,9.85675,9.42034,7.40054,7.0383,5.61063,20.7577,16.7974,4.99879,14.5859,7.82205,13.6721,17.9647,16.9474,19.6189,1.79361,10.41,4.82964,4.03979,30.1156,6.21134,28.4878,17.6161,4.17711,19.3087,9.69624,9.21346,19.2174,12.7997,17.9988,17.6983,11.8395,26.6285,18.1798,21.7987,19.0766,3.69389,19.624,15.295,10.2074,11.4764,8.46525,15.3153,17.4922,23.1514,4.28675
BL_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1641683,72.0,213.879,41.2616,140.0,102.0,110.846,91.4715,85.0,124.767,80.7837,263.0,190.289,175.0,72.0303,86.877,152.843,187.0,99.0,83.0,110.0,140.6,143.0,139.0,31.0,117.0,51.0,161.846,89.258,96.3243,60.0,116.0,84.0,134.0,81.8095,153.151,140.0,33.254,137.0,41.0,215.131,122.846,116.87,157.0,46.0,60.0,10.0,71.6256,125.0,40.0,350.82,101.0,107.0,140.657,115.0,97.0,148.0,113.736,159.293,158.556,96.7861,136.0,141.0,126.0,105.0,91.0,114.544,127.894,91.0,85.2513,42.0,94.0,88.2041,117.304,75.6809
NI_9H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1045795,16.4183,70.9923,16.1135,42.5965,36.1638,35.2383,18.3826,25.2089,23.2514,36.2441,110.216,145.499,35.1976,13.1112,43.5439,46.3848,55.2333,23.7374,17.1197,49.2184,49.4909,31.1182,29.2324,8.2917,31.1004,22.1309,44.144,38.2994,27.3307,23.1389,52.647,25.2704,48.4838,21.1195,42.8585,42.8063,12.6712,37.2591,12.1593,70.1697,33.2992,41.9872,37.1752,8.04997,19.229,6.22422,25.1657,29.0524,11.1116,124.162,35.2993,39.1647,35.4307,30.0753,37.4304,47.1975,35.1314,33.1033,50.202,26.353,48.5816,44.5299,42.2709,32.1055,26.0158,39.4596,33.3077,22.0592,18.2224,15.2725,31.1265,13.1818,40.2417,21.0925
NI_6H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1104615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7111,0.0,787.646,0.0,0.0,8.77328,0.0,0.0,0.0,0.0,0.0,26.056,0.0,0.0,0.0,42.8132,0.0,54.1858,40.3902,0.0,22.1216,0.0,0.0,0.0,14.2087,3.28545,33.9137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.08277,0.0,0.0,0.0,0.0,27.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07329,16.0245,0.0,0.0,0.0
NI_9H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_635788,67.0,277.0,52.0,159.0,149.0,136.0,140.0,85.0,224.0,128.0,343.0,265.0,234.0,82.0,146.0,172.0,231.0,137.0,90.0,147.0,157.0,172.0,188.0,28.0,117.0,75.0,263.0,137.0,135.0,98.0,168.0,119.0,248.0,103.0,180.0,156.0,47.0,151.0,62.0,269.0,152.0,186.0,250.0,46.0,89.0,16.0,79.0,138.0,50.0,503.0,124.0,148.0,157.0,125.0,140.0,208.0,148.0,215.0,214.0,165.0,159.0,181.0,183.0,159.0,118.0,166.0,195.0,113.0,96.0,55.0,125.0,91.0,137.0,112.0
NI_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_179304,33.7301,220.712,34.2378,64.276,53.2371,69.0717,63.145,60.5716,84.0554,44.5556,56.826,79.9071,103.561,24.7602,74.5182,49.9535,79.5345,71.8457,55.495,49.1788,49.336,57.5845,32.8255,765.538,75.3982,28.0738,104.179,107.241,83.2704,58.1757,56.9117,79.364,28.9908,35.2129,58.1478,83.8921,23.9511,85.7884,32.2013,156.866,60.3428,102.796,116.873,41.4362,31.2678,3.31801,49.2245,83.4966,33.5275,332.54,37.946,36.9203,53.5121,73.6234,58.1807,78.7889,95.1607,65.731,78.5095,57.7905,61.9245,70.1173,58.4079,64.1229,41.7825,42.859,131.471,33.7725,42.43,28.8637,61.8286,18.67,65.0441,36.8714
NI_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1390172,29.8264,83.4345,8.09755,47.2091,25.0276,45.5972,24.0041,23.0161,44.4449,21.1227,88.0516,68.1087,59.1582,21.0386,32.5787,56.9448,60.3099,23.108,26.1165,52.3612,62.2356,31.0278,50.0469,20.045,24.0185,17.173,37.0397,35.2725,26.0511,27.145,41.3623,31.1388,69.2579,12.1683,70.324,56.3712,17.1024,35.119,16.0454,86.0499,41.1658,36.2279,37.1471,14.0187,17.0612,7.00787,20.4506,39.0396,20.0835,116.06,29.258,44.112,47.1925,42.0738,32.0817,62.1192,36.078,50.0224,46.0658,32.0647,31.101,43.7184,41.0695,31.2671,22.0137,35.1626,44.7984,27.0326,16.0851,14.0137,32.2081,30.6869,36.1043,26.017
NI_3H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_505054,0.0,0.0,0.0,0.0,0.0,0.0,1.02014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5697,0.0,1.07388,0.0,0.0,9.21372,0.0,0.560381,110.351,0.0,0.0,12.7284,1.00464,0.0,0.0,33.9765,0.0,30.7678,39.3021,0.0,13.9548,0.0,0.0,0.0,15.6455,0.0,0.0,0.0,2.30248,59.6454,0.0,0.0,0.0,0.0,11.8217,0.0,0.0,1.00431,0.0,16.2406,0.0,0.0,0.0,2.4697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_48H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_321750,12.6769,36.3082,8.63512,23.8242,20.6534,20.0774,14.0176,19.3409,31.0501,18.983,76.7463,19.656,42.3511,16.2168,15.3228,17.6393,33.0263,34.876,11.3537,38.0667,26.0873,14.6397,13.3248,138.574,13.5248,12.0209,23.174,26.5218,27.6518,6.91248,28.0977,21.6141,9.211,25.9159,28.49,43.6445,10.6865,30.3213,11.7814,31.616,29.1347,33.5984,36.4044,11.9319,18.9113,7.49983,6.34773,30.6879,15.683,91.3317,23.6588,23.854,17.7578,10.2977,15.962,29.0865,24.3947,31.5625,17.4194,31.3027,17.1903,26.74,26.798,20.5703,18.9337,27.8784,34.5148,10.6018,4.85161,6.76,5.44474,12.9647,15.1451,12.1877
NI_48H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1249798,29.4353,183.002,32.5597,71.5893,62.2109,48.0905,58.8495,62.3505,69.9417,43.7995,95.8355,81.9191,69.6737,30.4355,62.3814,39.4992,108.39,65.1365,30.3917,51.6482,45.3776,38.9567,130.881,654.084,81.022,27.4856,103.535,95.3207,90.4986,51.7064,64.9653,50.0617,39.517,44.988,80.4718,66.0254,27.6315,78.5906,31.4353,154.561,80.8174,84.8953,140.229,33.903,32.3859,8.25163,48.2447,47.5569,25.4885,269.843,48.7332,35.9138,88.0801,41.9307,54.6885,88.5918,76.5986,68.0981,72.9396,74.5328,69.2245,60.6924,70.2964,57.1007,57.1685,45.5642,79.5688,36.0305,31.682,20.8022,47.7725,35.5766,43.5304,39.8434
I_9H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_854978,11.2714,48.8569,11.7602,32.6895,17.2337,31.1572,26.1866,10.1812,23.1503,22.0466,32.0252,30.8401,44.8159,11.0511,26.0802,29.4047,44.4828,19.1752,15.2709,25.052,28.74,20.1543,27.8529,7.55315,17.0364,13.6849,39.5762,25.7899,12.2397,11.1823,24.3294,7.18415,25.1794,15.1035,21.7892,36.4194,5.57937,26.4824,5.53317,35.7425,19.7678,17.4707,32.8755,11.3131,11.7299,2.1296,6.34979,22.2771,7.06485,93.8217,24.947,19.7555,28.6221,14.1428,28.4266,30.0165,16.1069,19.6726,26.6956,28.0379,32.4415,47.2449,43.3942,16.1589,13.0526,28.3025,22.9191,14.0667,10.2148,12.4088,19.1091,13.1194,18.3719,10.522
NI_48H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1094668,38.0,129.0,28.0,84.0,70.0,71.0,63.0,41.0,97.0,57.0,202.0,108.0,115.0,56.0,65.0,85.0,123.0,73.0,44.0,71.0,80.0,79.0,131.0,19.0,54.0,38.0,112.0,85.0,50.0,49.0,99.0,74.0,115.0,55.0,104.0,82.0,15.0,87.0,30.0,148.0,93.0,90.0,114.0,17.0,33.0,7.0,37.0,95.0,26.0,248.0,58.0,60.0,97.0,65.0,66.0,99.0,86.0,98.0,97.0,78.0,76.0,115.0,86.0,78.0,48.0,77.0,105.0,44.0,50.0,29.0,55.0,33.0,67.0,62.0
NI_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_946845,9.06484,32.2689,8.33217,11.0738,11.0291,9.27758,8.08797,9.16135,18.9166,14.6419,55.3047,13.127,28.367,15.1956,13.1526,15.5744,36.0467,9.03037,9.60304,12.0178,13.4402,13.3826,29.1658,3.21221,9.02764,5.02093,31.1681,13.2003,11.2375,21.4112,24.2309,12.1857,10.0513,14.1339,13.6383,25.6286,5.53158,13.374,9.05413,16.4587,15.2371,17.6251,29.1249,13.057,12.122,1.01203,9.27112,27.4823,5.02351,67.4369,10.4373,13.0276,26.2732,21.607,21.1868,21.1298,17.4422,17.146,32.174,9.18059,9.39596,13.2384,26.8913,10.0815,13.0149,14.0428,15.0373,4.47524,7.30499,6.04949,15.7023,11.9331,11.6646,19.061
NI_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1017401,21.5978,93.8579,11.1401,54.6317,33.7516,42.3773,39.2799,34.1829,48.5952,30.2826,78.0614,70.3007,52.9673,18.0836,41.5569,34.6593,57.0256,45.1352,29.4129,41.0854,43.6367,44.6132,53.1149,14.4025,37.0792,31.8137,74.4651,46.8073,50.8907,25.4311,51.2925,34.4344,50.8162,27.2253,57.8078,80.3929,13.2412,68.9662,36.0803,71.5364,34.4189,38.2518,68.5307,9.60777,23.203,4.37745,27.0655,51.7846,29.2686,129.794,30.3839,34.026,40.1245,32.3264,38.6698,118.177,40.0054,43.0847,50.0403,35.4938,27.6889,45.3487,45.0649,41.4157,15.8502,42.6446,41.3488,40.1989,30.4429,24.0718,29.178,17.0011,32.7697,31.4533
NI_9H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_913403,58.1455,280.865,40.3738,97.4419,98.5782,62.9744,65.9998,69.7613,115.383,58.0002,105.298,120.364,122.27,37.0486,119.792,57.6659,130.835,120.61,46.1993,89.264,58.1688,71.938,68.7273,828.38,96.4814,28.4327,132.754,99.8815,88.6164,50.2661,71.5802,69.625,61.3307,42.8675,96.6327,112.726,36.2828,110.055,49.742,154.418,82.7912,143.676,159.46,23.1672,59.9909,12.3239,81.2028,73.8971,31.1024,351.666,69.6445,64.4524,91.3866,63.7784,55.3622,126.398,103.458,160.135,87.3018,86.4992,99.4798,75.4333,108.619,82.547,60.4887,58.2409,91.9196,77.1329,71.6306,23.4676,70.3843,55.2239,80.5124,53.8076
I_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_972688,11.2626,98.2729,13.9248,30.1775,24.1105,23.1077,21.0253,15.8212,20.0653,12.0501,49.3023,25.5258,42.6481,15.0732,17.1923,35.3953,24.5041,22.3059,21.1497,19.0434,26.6565,24.3603,23.4866,5.38341,27.0885,13.2608,38.712,24.7769,10.2709,21.4211,28.7834,13.3505,52.9278,16.0921,35.6492,34.8444,9.53074,20.0543,11.3582,43.4246,25.1195,24.1393,35.4544,9.0053,12.5652,4.09774,17.3993,25.3811,12.0577,94.6876,17.6679,16.3436,34.1721,26.0641,26.4027,39.3081,19.2867,29.295,42.7403,19.3366,18.0419,30.1179,20.1381,34.1134,13.2205,27.5002,26.0773,24.5675,19.5092,10.0623,12.0496,20.4841,25.3252,15.4745
NI_9H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1110464,20.6424,102.909,10.8132,28.4085,25.0988,23.5631,13.4463,10.434,29.9926,6.31056,33.0306,48.5866,36.2835,8.67591,32.828,38.8571,32.1255,27.5372,12.8282,16.7882,23.5912,11.4664,54.628,475.653,9.10271,14.3449,27.7437,54.8576,31.1595,17.8634,20.6489,18.6745,26.3121,0.0,16.2498,28.1469,6.87565,26.4897,10.4846,77.3392,28.5816,0.0,40.2616,17.4843,1.19644e-06,4.1111,27.5206,39.8435,17.6617,80.8969,16.4923,25.7636,20.5567,24.6199,19.4073,35.6737,53.8797,39.1453,19.7598,24.788,23.4771,32.2116,0.0,7.26087,24.1571,7.38678,29.2493,18.3467,38.5458,0.0,21.6517,8.06912,11.6552,14.8204
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1190736,24.5001,97.2897,5.80492,46.474,38.6589,25.3851,23.4957,14.3341,28.6749,19.1137,70.561,28.8367,45.1925,27.0138,33.4829,34.6356,38.2514,35.7481,21.7535,32.8559,22.4537,33.4319,57.202,184.386,24.8353,10.2146,48.8242,35.8237,34.2655,13.199,31.1998,21.1629,20.0689,19.1059,54.4956,28.8952,2.94136,34.2825,22.6522,61.5633,31.7041,26.9478,37.8865,20.5375,21.8137,9.29127,17.2162,26.6402,6.63526,135.73,31.3491,23.2241,26.9972,11.6878,15.4976,46.8979,29.3155,30.8915,15.78,15.176,28.0114,32.7289,34.5832,29.3799,22.0535,28.0873,34.7955,19.5315,12.03,9.53516,26.2093,27.109,26.235,31.1216
NI_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_235168,5.99457,33.3693,2.43458,35.1987,10.82,7.22817,9.86991,8.21516,18.898,4.86245,38.7237,37.3175,24.6382,9.65331,13.6757,18.3835,26.3558,13.6705,9.20575,16.3864,15.4869,11.3856,17.1787,4.95107,20.7053,2.18644,29.6896,24.5928,8.83292,14.6464,11.7784,11.5799,17.4144,11.1995,9.45281,21.8366,5.79028,17.413,3.92284,29.4963,22.4592,21.405,16.6033,3.76139,10.1784,1.01189,14.289,7.68053,5.5222,48.9676,16.6447,6.18261,18.907,16.6151,11.4492,19.6078,8.05317,22.3757,21.8968,15.9001,14.8228,41.1877,18.2845,15.3334,12.1164,16.2479,13.0377,15.0156,8.68652,3.02445,16.9424,1.26591,15.6816,17.2158
NI_48H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_696798,3.65272,34.0612,4.16534,20.9459,12.5066,26.7283,20.248,12.3358,29.2274,14.6991,38.3109,37.629,41.3947,10.1681,18.0014,23.4321,28.9833,17.218,18.4721,23.7,32.1363,18.9002,14.9823,10.0578,25.6741,13.0747,24.6785,14.4691,19.6105,10.641,28.4737,10.058,19.0819,16.6284,27.7417,42.5997,8.13265,26.7938,7.40451,39.3597,20.7326,38.2273,31.8111,7.91716,16.8601,2.81467,6.06192,24.9644,9.99019,78.323,28.7675,20.6886,30.9904,18.774,21.2636,26.0033,16.2096,35.2266,23.4699,30.5637,23.7908,21.1532,27.1661,18.4989,11.4313,25.5939,19.4785,9.11113,16.5384,5.47017,13.3947,19.453,18.0739,11.1741
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_789024,36.8546,29.7986,1.98033e-08,11.3551,32.3738,33.6288,7.23909,0.0,0.00940701,5.41238e-07,93.4455,12.6883,10.4681,17.2046,1.14448e-08,3.69942,14.2274,0.00947798,5.12998,19.0604,0.000442936,4.28845,60.4735,9.39014,6.14297,15.9981,0.0,6.23071,25.8868,10.0271,0.0,13.3941,23.0897,19.7878,16.5901,0.0,6.69321,21.9867,0.0,65.3772,0.0,0.0,30.6845,4.21596,3.80638,2.86697,23.2159,14.4128,0.00389037,64.8242,31.328,11.3959,9.81853,0.00981087,11.6371,0.0,32.359,39.6282,31.263,14.6774,0.000581839,57.5331,0.00962954,0.000817623,4.02684,0.000888493,47.9634,5.44907e-06,9.39116,0.00965501,2.15115,16.5437,40.2286,27.7928
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1218610,8.87897,71.0932,5.37469,26.7877,19.0782,0.0,29.7516,16.3949,26.3961,14.6083,31.3396,22.633,26.8763,5.47945,14.6685,22.0925,35.7239,29.1964,19.2353,16.198,28.3781,19.3331,12.7991,133.22,41.4398,12.898,25.256,27.8521,17.5459,13.7393,22.9711,19.0504,34.9446,9.33777,20.7045,21.3718,7.6283,28.608,10.6496,25.8288,13.9227,52.0722,31.421,8.038,4.55858,0.0,11.671,17.2378,11.1877,89.9124,9.92101,13.2186,20.9462,10.3482,25.2309,25.3148,15.5358,25.7876,36.2848,26.4433,10.8605,18.0372,25.2761,9.23215,12.8649,14.7577,24.6634,16.6027,19.9451,4.67802,13.2426,11.737,24.0318,25.2165
