target_id,LB_I_3H_4,LB_NI_3H_3,DM_NI_24H_1,LB_NO_0H_2,DM_I_24H_1,LB_NI_24H_1,LB_I_3H_5,LB_NI_3H_2,LB_I_9H_1,LB_I_6H_1,LB_I_48H_1,LB_NO_0H_3,LB_NI_48H_4,LB_NI_24H_2,LB_I_6H_2,LB_I_24H_4,LB_I_9H_2,DM_NI_48H_5,LB_NI_3H_1,DM_I_48H_5,LB_NI_9H_5,LB_NI_6H_5,DM_I_24H_3,DM_NI_24H_3,LB_I_48H_2,LB_NI_48H_5,LB_NI_24H_3,DM_NI_48H_4,LB_I_24H_5,LB_I_6H_3,LB_I_9H_3,LB_NI_9H_4,LB_NI_6H_4,DM_I_48H_4,LB_NO_0H_1,DM_I_24H_2,LB_I_48H_3,DM_NI_24H_2,LB_NI_24H_4,LB_NI_48H_2,LB_I_48H_4,DM_NI_24H_5,DM_I_24H_5,LB_NI_9H_3,LB_NI_6H_3,DM_NI_48H_3,LB_I_6H_4,LB_I_24H_2,LB_I_9H_4,LB_NI_24H_5,LB_NI_48H_3,DM_NI_24H_4,LB_I_48H_5,DM_I_24H_4,DM_I_48H_2,LB_I_3H_1,LB_NI_9H_2,LB_NI_6H_2,LB_I_24H_3,LB_I_6H_5,LB_I_9H_5,DM_NI_48H_2,LB_NO_0H_4,LB_NI_3H_5,DM_NI_48H_1,LB_NI_6H_1,LB_NI_9H_1,DM_I_48H_1,LB_I_3H_2,LB_NI_48H_1,LB_NO_0H_5,LB_I_24H_1,LB_NI_3H_4,LB_I_3H_3
DM_I_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_460180,0.0,0.0,0.0,1.15014,0.0,2.09201,1.01261,0.0,0.0,0.0,1.01372,0.0,0.0,0.0,0.0,0.0,1.01238,1.01336,0.0,0.0,0.0,1.01883,1.0062,0.0,0.0,1.01517,2.58248,1.02446,0.0,0.0,0.0,3.02898,1.01294,1.00802,1.01914,1.00864,1.02512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.480342,0.0,1.02158,2.01515,0.0,0.503544,0.0,0.0,0.0,1.0137,2.05259,0.0,2.00657,0.0,0.0,0.0,0.0,0.0,1.08244,0.0,0.0,0.0,1.01575,1.02346,0.0,1.0199,0.0,3.0282,0.0,1.00782
NI_9H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_1660763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00836,0.0,2.02744,0.0,0.0,0.0,0.0,0.0,0.0,1.02122,0.0,0.0363968,1.01759,0.0,0.503099,0.0,1.01473,1.01994,3.05185,1.02446,2.03491,0.0,3.05202,1.00966,0.0,2.01603,2.03827,0.144091,1.02512,1.00639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33121,0.0,1.0171,0.0,1.02748,0.0,0.0,1.52055,0.0,0.0,2.67567,2.03659,1.01474,0.0,3.05347,2.03521,1.01792,1.00812,1.01424,0.507202,2.03151,1.01956,0.0,1.0199,0.0,2.0188,0.0,0.0
DM_I_48H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_790775,0.0,0.0,0.0,1.00637,2.03715,0.0,0.0,1.02309,1.00836,0.0,2.02744,0.0,0.0,1.01357,2.02036,0.0,0.0,0.0,1.00906,0.0,1.02972,0.0,0.0,1.00186,0.0,1.01517,3.07344,0.0,0.0,1.01112,0.0,1.00966,0.0,1.00802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_6H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1241548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00191,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0109,0.0,0.0,0.0,0.0,0.0,1.0023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.00231,0.0,1.00394,1.00378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1171143,0.0,3.01312,0.0,0.0,0.0,1.01185,1.01261,0.0,1.00836,0.0,0.0,0.0,0.0,0.0,0.0,1.01627,0.0,1.01336,2.01811,1.09439,1.02035,0.0,0.0,0.0,0.0,1.01745,0.0,0.0,0.0,1.01112,0.0,1.00966,0.0,0.0,0.0,0.0,0.0,0.0,1.00648,0.506666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01258,1.0137,1.0263,1.02485,0.0,0.0,1.01765,0.0,0.0,0.0,4.08819,0.0,0.0,0.0,1.01575,0.0,0.0,0.0,0.0,1.0094,0.0,0.0
NI_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_657049,1.02431,0.0,0.0,0.0,0.0,2.0169,1.01261,1.02309,0.0,0.0,0.0,0.0,0.0,1.01357,3.03053,1.01627,0.0,4.05346,2.01811,1.45918,3.05277,0.0,0.0,0.0,0.0,3.05234,7.1348,0.0,0.0,2.02224,1.01734,4.03865,0.0,1.00802,0.0,0.0,1.02512,0.0,0.0,1.01333,0.0,1.01015,0.0,0.0,0.0,1.02036,0.0,0.0,3.03526,0.0,0.0,1.02969,2.02516,1.0137,0.0,1.02485,0.0,1.01829,0.0,3.04783,0.0,2.03521,4.07527,0.0,0.0,0.0,0.0,1.02346,1.01304,0.0,2.05309,2.0188,0.0,1.00782
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1317194,0.0,0.0,0.0,2.0,0.0,1.00107,0.0,0.0,1.00191,0.0,1.01204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01019,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.01689,0.0,0.0,0.0,0.00975469,3.08968,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_780268,0.0,0.0,1.01648,3.01912,1.01857,5.49361,0.0,2.04619,0.0,0.0,0.0,0.204007,0.0,0.0,0.0,0.0,1.01238,0.0,1.00906,0.0,0.0,2.03766,1.34208,2.40446,1.01473,0.0,1.02016,2.04891,1.02089,1.34816,0.0,3.02898,0.0,1.26002,3.83431,0.0,0.0,1.00639,2.01295,0.0,1.00299,0.0,0.0,3.02549,1.01127,0.0,0.0,0.0,1.01175,0.506005,0.0,1.02969,1.01258,1.62192,1.0263,1.02485,2.00657,0.0,0.0,1.01594,1.01937,1.0176,3.44303,1.51218,0.0,1.0144,1.01575,0.0,0.0,1.01662,1.02655,0.0,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1358919,0.0,0.0,0.0,2.0,1.0,5.82423,1.4953,0.0,3.00573,0.0,1.01204,1.00691,0.0,0.0,0.0,0.0,3.02136,2.0,3.02049,0.0,1.0,1.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,1.00191,6.00472,0.0,0.0,1.0,1.0,0.0,0.0,2.01843,4.0,0.0,0.0,2.0,4.17391,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.04087,2.6852,0.0,0.0,1.00398,3.02898,0.0,1.00221,0.0,0.0,2.0,4.01578,1.00527,0.0,0.0,1.00202,0.0,0.0,0.0,1.0,2.49776,0.0,1.00617
NI_3H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_6632,0.0,0.0,0.0,0.0,0.0,1.0063,0.0,2.04619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0613542,1.01759,0.0,1.0062,0.0,0.0,0.0,0.0,1.02446,1.02089,1.01112,1.01734,0.0,0.337645,1.13415,1.52879,0.0,0.0,0.0,0.0,0.0,1.33732,0.0,0.0,0.0,0.0,0.340121,0.0,0.0,1.0094,0.0,0.0,0.0,1.01258,0.0,1.0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52641,0.0,0.0,0.0,1.01575,0.0,0.0,0.0,0.0,2.5235,1.01108,0.0
I_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_653517,0.0,0.0,0.0,1.00637,1.01857,1.00845,0.0,0.0,1.00836,0.0,0.0,0.0,0.0,0.0,0.0,1.01627,0.0,0.0,2.01811,1.09439,0.0,1.01883,0.0,1.00186,0.0,0.0,3.06048,0.0,0.0,1.01112,1.01734,2.01932,0.0,0.0,0.0,0.0,1.02512,0.0,1.00648,0.0,0.0,1.01015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0274,2.05259,0.0,0.0,0.0,0.0,0.0,1.01937,1.0176,2.30533,0.0,0.0,0.0,0.0,1.02346,0.0,0.0,2.05309,0.0,0.0,0.0
I_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1302837,0.0,0.0,1.0,0.0,1.0,2.00213,0.0,3.0,0.0,1.0,3.03611,1.00691,1.0,0.0,3.0,0.0,1.00712,5.0,1.00683,1.00431,2.0,0.0,0.0,1.0,1.00909,3.0,11.0,2.0,3.01522,0.0,1.03621,5.00393,0.0,2.00286,1.25,0.0,1.0,0.0,2.01843,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.01019,1.0,0.0,1.00231,1.00751,0.0,1.00378,0.0,2.01932,1.00844,2.00442,1.0,3.0,0.0,2.00789,1.00527,0.0,0.0,1.00202,0.0,0.0,0.0,0.0,1.0,0.0,1.00617
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1575261,0.0,0.0,0.0,0.0,1.0,2.04534,0.0,0.0,1.00191,0.0,0.0,1.01293,0.0,1.0,2.0,1.00198,0.0,2.0,2.04682,0.0,2.0,1.0,2.02436,0.0,2.00459,0.0,5.0,0.0,0.0,0.0,1.01254,2.00157,0.0,0.0,1.0155,1.0,0.0,1.00714,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.00179,0.0,0.0,1.00398,2.00487,1.01631,1.00221,0.0,0.0,0.0,4.02059,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.01003,0.0,1.05917
I_9H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1155347,0.0,0.0,0.0,1.00802,1.0,3.0032,1.04137,0.0,2.00382,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.00143,0.0,0.0,2.0,1.00714,2.0,0.0,0.0,0.0,1.0,0.0,1.01018,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.00179,0.0,1.00378,0.0,0.0,0.0,2.00442,0.0,1.0,0.0,3.30001,0.0,0.0,1.0312,1.00876,0.0,0.0,2.0,0.0,2.00668,0.0,1.02062
I_6H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1237900,0.0,0.0,0.0,0.0,0.0,2.00213,1.04137,0.0,1.00191,0.0,2.01061,1.01293,1.0,1.0,1.0,1.00198,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,0.0,6.00472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.00179,0.0,0.0,1.0,1.00243,0.0,3.00664,1.0,0.0,1.16667,2.01029,0.0,1.0,2.06239,1.00876,2.0,0.0,1.125,0.0,2.00668,0.0,1.02062
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_618492,0.0,0.0,1.00546,1.00309,3.03078,4.01388,0.0,1.01486,3.02509,0.0,2.01748,0.0,2.0351,3.02905,1.0,1.01234,0.0,2.01614,6.02738,1.06106,1.01067,1.00958,0.5,1.0,1.00601,3.02865,10.9363,0.0,3.01966,1.00495,2.02704,8.03053,1.0059,3.7551,4.03315,1.00864,2.02694,0.0,0.0,1.01087,0.0,0.0,1.01243,2.0077,2.01759,0.0,1.01291,0.0,1.00513,2.00617,0.0,3.28472,2.01794,0.0,1.01942,0.0,4.01313,0.0,1.00946,1.00557,0.0,4.03423,5.05193,1.51325,1.0041,0.0,2.02261,1.00611,0.0,2.75816,1.01699,2.416,1.00537,0.0
NI_9H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_1856330,0.0,0.0,0.0,1.00637,1.01857,2.0169,0.0,1.02309,3.02509,1.02887,1.01372,2.0407,0.0,3.0407,0.0,0.0,0.0,0.0,0.0,1.09439,1.01759,0.0,0.0,0.0,0.0,0.0,2.03851,0.0,0.0,0.0,0.0,5.04831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01015,1.01243,0.0,0.0,1.02036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05259,0.0,0.0,0.0,1.01765,1.01594,0.0,0.0,3.05645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01564
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1000548,0.0,0.0,0.0,2.01274,2.03316,1.0063,1.01261,2.03958,2.01673,0.0,1.01226,1.01779,1.01755,2.02713,1.00778,2.03255,0.0,0.0,0.0,2.26354,2.03832,1.01883,2.0124,1.0,0.0,0.0,3.05032,0.0,2.02858,0.0,1.01734,4.0299,0.0,2.01224,2.03369,1.00864,0.0,0.0,1.00648,2.02666,0.0,0.0,1.01243,1.00592,0.0,1.01387,0.0,0.0,0.0,2.02402,2.05032,0.0,2.02113,1.0137,2.04498,0.0,0.0,0.0,0.0,0.0,2.03565,1.0176,5.30154,1.00812,1.1024,0.0,1.01575,0.0,1.01304,0.0,2.05309,3.0282,0.0,1.00782
I_9H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_176873,0.0,2.0,2.0,2.01604,2.0,3.0032,1.04137,1.0,2.00382,0.0,3.01591,2.02586,2.0,1.0,2.0,0.0,2.0,0.0,2.0218,1.00431,1.0,0.0,1.01218,1.00654,0.0,1.0,7.0,0.0,1.01186,0.0,1.01254,4.00315,0.0,2.00286,3.0,1.0,3.0,1.00714,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,7.0,0.0,1.00179,2.00787,1.00378,1.0,1.00243,1.01631,1.00221,1.0,1.0,2.0,1.00515,1.00527,0.0,1.0312,1.00876,0.0,0.0,2.0,2.0,1.00334,0.0,2.04124
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_2091103,0.0,0.0,0.0,2.01274,2.03715,0.0,1.01261,1.02309,1.00836,0.0,3.04116,2.0407,0.0,0.0,0.0,1.01627,0.0,1.01336,0.0,4.37755,0.0,2.03766,1.0062,0.0,0.0,1.01745,4.75653,0.0,0.0,0.0,0.0,1.1789,0.0,0.0,0.0,0.0,1.02512,0.0,1.00648,0.0,0.0,0.632988,0.0,1.0085,0.0,0.0,1.02158,0.0,0.0,1.01201,0.0,0.0,1.01258,1.0137,0.0,0.0,0.0,0.0,0.0,0.0,1.01937,0.0,0.0,0.0,1.01424,1.0144,3.04726,1.02346,0.0,0.0,0.0,0.0,0.0,0.0
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_912524,0.0,0.0,0.0,2.01274,1.01857,0.0,1.01261,0.0,1.00836,0.0,2.02744,0.0,0.0,0.506784,0.0,0.0,0.0,0.0,0.0,1.09439,0.0,0.0,1.0062,1.00186,0.0,0.0,1.02016,0.0,0.0,0.0,0.0,0.0,1.01294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0274,1.0263,0.0,2.18267e-07,0.0,0.0,0.0,2.03874,0.0,0.0,0.0,0.0,0.0,0.0,1.02346,0.0,0.0,0.0,2.0188,0.0,0.0
I_6H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_498115,1.0,2.08903,1.0,0.0,1.00548,0.0,0.0,0.0,1.25239,0.0,2.00517,0.0,0.25,0.0,0.0,0.0,1.01295,0.0,3.3536,0.0,0.0,0.0,1.0,3.0,1.0023,0.0,3.581,0.0,0.0,1.0,3.00574,1.00358,0.0,3.00429,1.01401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.531658,1.0,1.0,0.0,1.0,0.00486153,0.0,2.00462,1.00179,1.00394,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.04923,0.0,1.0,0.0,1.00202,0.0,0.0,2.0,1.0,1.11066,0.0,1.02003
I_6H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1009661,0.0,0.0,0.0,0.0,0.0,1.2135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297015,0.0,0.0,0.0,1.47319,0.0,0.0
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_678415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01673,0.0,0.0,0.0,1.01755,0.0,1.01018,1.01627,1.01238,1.01336,1.00906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04032,0.0,0.0,0.0,3.05202,1.00966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00299,0.0,0.0,0.0,0.0,1.02036,0.0,0.0,0.0,0.0,1.02748,1.02969,0.0,1.0137,0.0,1.0685,1.00328,0.0,0.0,0.0,1.05127,0.0,0.0,0.0,0.0,1.0144,0.0,2.04692,0.0,0.0,0.0,0.0,1.02425,0.0
I_9H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_783886,0.0,0.0,0.0,0.0,1.01857,1.00845,0.0,0.0,1.00836,0.0,1.01372,1.02035,0.0,0.0,0.0,1.01627,0.0,0.0,0.0,1.25061,1.02035,0.0,0.0,2.00372,0.0,1.01745,3.20727,0.0,1.02089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01243,0.0,0.0,0.0,0.0,0.0,2.02351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05295,1.01594,0.0,1.0176,1.02205,0.0,0.0,1.0144,0.0,1.02346,0.0,0.0,1.02655,0.0,0.0,2.01564
DM_I_48H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_867585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01755,0.0,0.0,0.0,1.01238,1.01336,1.00906,1.48179,0.0,0.0,0.0,0.0,0.0,0.0,2.05776,1.02446,0.0,0.0,0.0,1.00966,0.0,1.00802,0.0,1.00864,0.0,1.00639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01175,0.0,0.0,0.0,1.26573,0.0,0.0,0.0,0.0,0.0,0.0,1.01594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0188,0.0,1.00782
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1140589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01755,0.0,0.0,0.0,0.0,0.0,0.0,2.18877,0.0,0.0,0.0,1.00186,0.0,1.01745,2.04032,1.02446,0.0,0.0,1.01734,0.0,0.0,1.09202,0.0,0.0,0.0,0.0,1.00648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02158,0.0,2.02351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01765,1.01594,0.0,1.0176,0.0,1.00812,0.0,0.0,0.0,0.0,0.0,2.03325,0.0,1.0094,0.0,0.0
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_265690,1.0,0.0,0.0,4.04512,0.0,2.00213,0.0,0.0,0.0,1.02616,0.0,1.0,1.0,0.0,1.0,1.00198,0.0,2.0,0.0,0.0,3.02835,0.0,1.0,2.0,1.0023,2.0,3.0,2.0,1.00507,1.0,0.0,1.00358,0.0,1.00143,0.0,0.0,0.0,1.00714,1.0,1.0,0.0,0.0,0.0,0.0,1.01266,0.0,1.0,1.0,2.0,0.0,1.0,2.00462,3.00536,0.0,0.0,0.0,1.1692,1.0,1.00221,0.0,2.0,2.0,2.02462,0.0,0.0,0.0,2.00403,2.0214,0.000809825,1.0,1.0,5.02505,0.0,2.04005
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_92847,0.0,0.0,0.0,3.01366,0.0,2.07691,2.10112,0.0,1.00836,0.0,2.02196,2.03559,1.01755,0.0,1.00563,1.01425,0.0,2.02673,2.01489,1.08656,0.0,0.0,0.0,3.0,0.0,1.05301,5.18217,1.02108,2.01769,0.0,1.01734,3.09682,0.0,3.01836,0.0,2.01728,1.02302,0.0,1.00648,2.02666,0.0,0.0,0.0,2.01185,0.0,2.02775,3.05447,0.0,1.0094,0.0,1.0217,1.02969,2.01794,0.0,2.04498,0.0,1.00328,1.01545,2.02948,1.01141,1.04829,2.71361,3.32753,0.0,1.00908,0.0,2.02549,2.0343,0.0,2.03009,3.06923,1.0094,0.0,2.01564
I_6H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_676744,0.0,0.0,0.0,1.00802,0.0,1.00107,0.0,0.0,1.00191,0.0,1.0053,0.0,0.0,1.0,1.0,1.00198,0.0,0.0,1.0109,0.0,2.0,1.0,0.0,1.00654,0.0,1.0,0.0,0.0,0.0,0.0,1.04758,2.00157,0.0,1.00143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.00231,1.00179,2.00787,0.0,1.0,1.00243,1.01631,1.00221,0.0,1.0,0.0,3.01544,0.0,0.0,0.0,1.00876,0.0,0.0,1.0,1.0,0.0,0.0,0.0
NI_9H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1090190,0.0,0.0,0.0,0.0,0.0,1.12201,2.25024,0.0,1.00836,0.0,1.01372,0.0,0.0,0.0,1.01018,0.0,0.0,1.0974,0.0,1.73999,0.0,0.0,0.0,0.0,0.0,1.01517,0.0,0.0,0.0,0.0,0.0,2.11557,0.0,2.01603,2.54791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01127,0.0,0.0,1.00758,0.0,1.01201,2.05032,0.0,0.0,1.01168,0.0,0.0,0.0,0.0,1.01474,0.0,1.16514,0.0,2.17211,0.0,0.0,0.0,0.0,0.0,0.0,2.43927,2.05309,0.0,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1245007,0.0,0.0,0.183077,0.0,2.03715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00186,0.0,0.0,1.02888,0.0,0.0,2.02224,0.0,2.0672,0.0,2.01603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01015,0.0,0.0,0.0,1.02036,0.0,0.0,0.0,0.0,1.22975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53307,0.201624,0.0,0.0,0.0,0.229809,0.0,2.03325,0.0,0.0,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1136398,0.0,0.0,0.0,2.00586,3.03032,0.0,2.01345,1.01176,1.00392,0.0,0.0,2.02688,0.0,2.01483,1.00163,2.01708,1.00985,0.0,1.00539,1.05025,2.02375,1.00739,0.0,0.0,1.00789,3.01964,6.05532,1.14668,0.0,1.00243,2.01978,2.00756,0.0,2.00273,0.0,1.00418,0.0,1.00639,0.0,0.0,1.00299,0.0,2.01177,3.01777,1.00417,1.00894,2.02509,0.0,0.0,0.0,0.0,2.04143,2.01515,1.00952,0.0,1.01682,0.0,0.0,3.01844,0.0,2.02173,1.00826,1.26147,0.0,0.0,0.0,2.01221,0.0,0.0,3.01966,0.0,6.02722,1.00537,1.02744
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1276048,0.0,1.00437,1.00546,0.0,0.0,1.0063,3.03783,0.0,0.0,0.0,1.01372,2.0407,0.0,1.03636,0.0,0.0,0.0,0.0,2.01489,1.12969,0.0,1.0406,0.0,1.00186,0.0,0.0,0.0,1.02446,0.0,1.00761,1.01734,2.01932,0.0,0.0,0.0,0.0,1.02512,1.00639,3.01943,0.0,2.00598,0.0,1.01243,0.537426,0.0,1.02036,0.0,0.0,0.0,0.0,1.02748,0.0,1.01057,0.0,1.0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39654,1.05195,0.0,0.0,2.54078,0.0,0.0,1.19092,2.05309,0.0,1.01108,1.00782
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_835551,0.0,0.0,0.0,1.14735,1.00548,0.500533,1.10236,1.68715e-06,1.00191,0.5,0.0,0.0,0.0,0.503875,0.5,1.00198,0.0,0.0,0.680912,0.0,0.378761,0.0,0.0,0.0,0.0,1.5,2.0,0.5,0.0,1.0,1.94449e-08,0.926775,0.5,1.00143,0.0,0.0,0.00482668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.460951,0.0,0.0,0.0,0.0,0.0,0.000407822,0.0,1.50268,1.00394,0.0,0.0,0.501217,1.0089,1.57494e-05,0.5,0.5,0.0,0.00488932,0.0,0.0,0.0,1.23513,0.364306,0.0,0.0,0.0,0.00897078,0.0,0.0
NI_9H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1262300,1.02431,0.200875,0.0,0.0,0.0,0.0,1.01261,0.0,0.0,0.0,0.0,1.02035,1.01755,0.0,0.0,0.0,2.02475,1.18315,0.0,2.03644,1.02035,1.01883,0.0,0.0,0.0,2.03489,2.29465,0.0,0.0,0.0,1.01734,1.00966,1.01294,0.0,1.01891,0.0,0.0,1.00639,0.0,0.0,1.00299,0.0,1.01243,1.0085,0.0,0.0,1.22645,0.0,1.01175,2.02402,3.08244,0.0,0.0,0.0,0.0,1.02485,0.0,0.0,2.0353,1.01594,0.0,1.0176,1.1361,0.0,0.0,0.0,0.0,0.0,0.0,1.01662,0.0,1.0094,1.02425,0.00132886
